GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25,AvgD
23/01/2023FulhamTottenham,Fulham,Tottenham,23/01/2023,1.73,2.13,2.13,3.25,20.0,7.0,5.0,0.0,2.0,1.0,4.0,1.6,1.95,1.45,1.55,1.6,1.6,0.6,2.0,2.6,1.0,2.0,0.8,0.6,1051.1175951174453,1142.2158557998755,0.4696744292737594,1.0139107719396825,1.2375628746188263,0.6666666666666666,2.0,0.0,
03/02/2023ChelseaFulham,Chelsea,Fulham,03/02/2023,1.88,1.95,5.55,1.64,20.5,10.0,7.0,0.0,0.0,0.0,1.0,1.1,1.5238095238095235,1.05,1.4285714285714286,0.6,1.0,0.8,0.8,2.2,0.6666666666666666,0.6666666666666666,0.45,0.7619047619047619,1118.006370356327,1032.3306179464948,0.7101559691448626,0.8908945344950935,0.9793760284103104,0.6666666666666666,1.0,0.0,
04/02/2023EvertonArsenal,Everton,Arsenal,04/02/2023,1.84,1.99,1.41,8.22,19.5,19.0,1.0,0.0,3.0,2.0,2.0,0.75,2.3684210526315788,1.4,0.8421052631578947,0.8,2.4,2.2,1.0,3.4166666666666665,0.6666666666666666,1.6666666666666667,0.4,0.631578947368421,907.0846342916074,1312.4812882780618,0.1266733046754268,0.9378670877478332,1.1763818598689064,2.6666666666666665,0.6666666666666666,0.0,
04/02/2023Aston VillaLeicester,Aston Villa,Leicester,04/02/2023,1.91,1.92,3.83,1.99,20.0,11.0,15.0,1.0,2.0,0.0,2.0,1.15,1.4,1.35,1.75,1.4,0.6,1.0,2.0,2.6666666666666665,1.3333333333333333,0.6666666666666666,0.5,0.6,1078.699135436827,998.0631552490536,0.704148244586121,0.978613996153828,1.154515397969904,0.6666666666666666,1.6666666666666667,1.0,
04/02/2023BrentfordSouthampton,Brentford,Southampton,04/02/2023,1.99,1.84,4.21,1.89,20.0,8.0,20.0,0.0,0.0,0.0,1.0,1.6,0.85,1.4,1.75,1.8,0.8,0.6,1.6,4.0,1.6666666666666667,0.6666666666666666,0.55,0.55,1106.0281155618686,907.5285490304096,0.8242784486621878,1.0735187458094329,1.0441103020974023,0.3333333333333333,1.0,1.0,
04/02/2023BrightonBournemouth,Brighton,Bournemouth,04/02/2023,1.71,2.18,9.18,1.35,19.5,7.0,18.0,2.0,1.0,2.0,1.0,1.947368421052632,0.95,1.4210526315789471,2.1,2.8,0.2,1.6,2.0,3.333333333333333,3.0,0.3333333333333333,0.6842105263157895,0.5,1122.0815935233518,907.2970498908684,0.8374466918750663,1.1750354067124646,1.1356858929982452,1.0,2.0,0.0,
04/02/2023Man UnitedCrystal Palace,Man United,Crystal Palace,04/02/2023,1.85,1.99,8.33,1.4,20.0,4.0,12.0,2.0,0.0,3.0,0.0,1.6,0.9,1.25,1.35,1.8,0.6,1.0,1.2,2.3846153846153846,1.6666666666666667,0.3333333333333333,0.6,0.45,1197.8822145244346,1036.1996444574563,0.7914473912419535,1.0628215887618864,0.849716543567027,1.6666666666666667,0.6666666666666666,1.0,
04/02/2023WolvesLiverpool,Wolves,Liverpool,04/02/2023,1.79,2.05,1.88,4.02,19.5,17.0,10.0,0.0,0.0,3.0,0.0,0.6,1.7894736842105263,1.5,1.3157894736842106,0.8,1.2,1.2,1.6,2.25,0.6666666666666666,0.3333333333333333,0.4,0.6842105263157895,969.1026086526098,1206.0428891778,0.2766809240709045,0.8472573627279917,1.109527673274208,1.3333333333333333,2.0,1.0,
04/02/2023NewcastleWest Ham,Newcastle,West Ham,04/02/2023,2.06,1.78,6.03,1.62,20.0,3.0,16.0,0.0,2.0,0.0,0.0,1.65,0.85,0.55,1.25,0.8,1.0,0.0,1.6,3.7,0.3333333333333333,1.3333333333333333,0.4,0.25,1220.7903813114713,967.944667964504,0.8651161009419533,0.8391717095049562,0.915180869086748,0.0,1.0,0.0,
05/02/2023Nott'm ForestLeeds,Nott'm Forest,Leeds,05/02/2023,1.91,1.93,2.71,2.64,19.5,14.0,17.0,1.0,0.0,1.0,0.0,0.8,1.368421052631579,1.75,1.736842105263158,1.0,0.8,1.0,1.4,0.0,1.3333333333333333,1.0,0.35,0.631578947368421,1012.4672651953392,979.2899799331016,0.6442677816319118,0.9233255353170748,1.145664351947471,0.3333333333333333,1.3333333333333333,0.0,
05/02/2023TottenhamMan City,Tottenham,Man City,05/02/2023,1.64,2.27,1.75,4.43,20.5,5.0,2.0,1.0,3.0,0.0,0.0,1.9047619047619049,2.65,1.4761904761904765,1.0,1.4,2.0,1.6,1.0,3.076923076923077,1.0,2.6666666666666665,0.5714285714285714,0.7,1161.002832970826,1311.7008160776163,0.3859105647820251,1.1954103325419028,1.3772887864775063,2.0,1.3333333333333333,0.0,
08/02/2023Man UnitedLeeds,Man United,Leeds,08/02/2023,1.6,2.37,6.54,1.47,20.5,3.0,17.0,2.0,0.0,1.0,1.0,1.619047619047619,1.3,1.238095238095238,1.7,2.0,0.6,1.2,1.0,5.0,1.6666666666666667,0.3333333333333333,0.6190476190476191,0.6,1206.2243188747566,965.060691198378,0.8570745607505044,1.0802922921050544,1.110041967106263,1.6666666666666667,1.0,1.0,
11/02/2023West HamChelsea,West Ham,Chelsea,11/02/2023,2.24,1.67,2.27,3.4,21.0,17.0,9.0,1.0,0.0,1.0,0.0,0.8571428571428571,1.0476190476190477,1.238095238095238,1.0,1.0,0.4,1.2,0.6,2.3076923076923075,1.0,0.3333333333333333,0.238095238095238,0.4285714285714285,982.5493120021822,1109.6001315905323,0.418627321734492,0.9170878748413344,0.8463498077703387,0.6666666666666666,0.0,0.0,
11/02/2023ArsenalBrentford,Arsenal,Brentford,11/02/2023,1.73,2.14,7.52,1.45,20.5,1.0,7.0,0.0,3.0,1.0,0.0,2.25,1.6666666666666667,0.85,1.3333333333333333,1.8,2.0,1.0,0.2,2.6666666666666665,1.6666666666666667,1.6666666666666667,0.6,0.5714285714285714,1277.5482204650789,1113.0569776153811,0.7941034853677581,1.1388877501926893,1.0773080014966308,1.0,0.0,0.0,
11/02/2023Crystal PalaceBrighton,Crystal Palace,Brighton,11/02/2023,2.05,1.79,2.04,3.81,20.5,12.0,6.0,1.0,1.0,2.0,0.0,0.9047619047619048,1.9,1.380952380952381,1.35,0.4,2.4,1.6,1.4,2.4,0.6666666666666666,2.0,0.4761904761904761,0.65,1027.8575401071344,1128.583725848349,0.4558963841369856,0.8636842177424596,1.133894139530314,1.0,0.6666666666666666,0.0,
11/02/2023FulhamNott'm Forest,Fulham,Nott'm Forest,11/02/2023,2.06,1.78,4.22,1.93,21.5,8.0,13.0,0.0,1.0,0.0,0.0,1.4545454545454546,0.8095238095238095,1.3636363636363635,1.6666666666666667,0.6,1.2,0.6,0.4,5.0,0.0,1.3333333333333333,0.7272727272727273,0.3333333333333333,1040.7368567122894,1026.6965539300627,0.6186388584992736,0.9304072269897948,0.8946163784886639,0.6666666666666666,0.3333333333333333,0.0,
11/02/2023LeicesterTottenham,Leicester,Tottenham,11/02/2023,1.75,2.11,2.13,3.39,21.5,14.0,5.0,4.0,1.0,2.0,0.0,1.5238095238095235,1.8636363636363635,1.761904761904762,1.4090909090909092,1.4,1.6,1.8,1.2,4.461538461538462,2.0,1.3333333333333333,0.6190476190476191,0.5454545454545454,1026.2290850324985,1185.566410379545,0.3741937788076636,1.2194120312575751,1.1501610987397053,2.0,1.3333333333333333,1.0,
11/02/2023SouthamptonWolves,Southampton,Wolves,11/02/2023,2.29,1.64,2.54,3.03,21.0,20.0,15.0,0.0,3.0,3.0,0.0,0.8095238095238095,0.7142857142857143,1.809523809523809,1.4285714285714286,0.6,1.0,1.6,1.0,2.6666666666666665,0.6666666666666666,1.3333333333333333,0.5714285714285714,0.4285714285714285,900.499686976897,998.0353716897736,0.4604557249048884,1.0477957532511235,0.8589715594952013,1.6666666666666667,1.0,1.0,
11/02/2023BournemouthNewcastle,Bournemouth,Newcastle,11/02/2023,2.02,1.83,1.57,6.39,21.0,19.0,4.0,0.0,1.0,1.0,1.0,0.9047619047619048,1.619047619047619,2.0476190476190474,0.5714285714285714,0.2,0.4,1.8,0.2,3.142857142857143,0.3333333333333333,0.6666666666666666,0.4761904761904761,0.3809523809523809,900.794917565871,1206.1857372737932,0.2050511225390885,1.095922362051068,0.8409203313710459,1.3333333333333333,0.3333333333333333,0.0,
12/02/2023LeedsMan United,Leeds,Man United,12/02/2023,1.65,2.27,1.92,3.86,21.5,17.0,3.0,2.0,2.0,2.0,2.0,1.3333333333333333,1.6363636363636365,1.7142857142857142,1.2727272727272727,1.0,1.8,1.4,1.6,4.8,0.6666666666666666,2.0,0.6190476190476191,0.6363636363636364,979.3436736283984,1191.9413364447364,0.3055815327095518,1.128593900779737,1.098347024759302,1.0,2.0,0.0,
12/02/2023Man CityAston Villa,Man City,Aston Villa,12/02/2023,1.49,2.62,11.89,1.25,21.0,2.0,11.0,0.0,2.0,1.0,4.0,2.523809523809524,1.1904761904761905,1.0,1.4761904761904765,1.8,1.6,1.0,1.2,3.571428571428572,2.333333333333333,1.6666666666666667,0.6666666666666666,0.5238095238095238,1287.1372386688977,1050.533205653382,0.8538291147411441,1.3251550039461588,1.0336230101091644,1.0,1.6666666666666667,1.0,
13/02/2023LiverpoolEverton,Liverpool,Everton,13/02/2023,1.78,2.06,6.23,1.53,20.5,10.0,18.0,0.0,1.0,3.0,0.0,1.7,0.7619047619047619,1.4,1.3333333333333333,0.6,0.8,2.0,1.8,2.1538461538461537,0.0,0.6666666666666666,0.7,0.3809523809523809,1177.110126140636,942.0177021045904,0.8527397747699456,1.1248680244533942,0.90797501558204,2.0,1.3333333333333333,0.0,
15/02/2023ArsenalMan City,Arsenal,Man City,15/02/2023,1.85,1.99,2.42,2.93,21.5,1.0,2.0,1.0,3.0,1.0,1.0,2.1904761904761907,2.5454545454545454,0.8571428571428571,1.0,1.2,2.2,0.8,1.2,3.0,1.3333333333333333,2.0,0.5714285714285714,0.6818181818181818,1265.7840810503685,1292.9840740792515,0.5612844697584121,1.1190729485994602,1.3362949115192122,1.3333333333333333,0.6666666666666666,1.0,
18/02/2023Aston VillaArsenal,Aston Villa,Arsenal,18/02/2023,1.98,1.86,1.84,4.43,22.0,11.0,2.0,1.0,1.0,3.0,3.0,1.181818181818182,2.136363636363636,1.5454545454545454,0.9545454545454546,1.4,1.4,1.8,1.4,2.571428571428572,1.3333333333333333,0.6666666666666666,0.5454545454545454,0.5909090909090909,1044.6863702430278,1243.332702260032,0.3228843631184368,1.0423121557288908,1.122986325514472,2.333333333333333,1.6666666666666667,1.0,
18/02/2023BrentfordCrystal Palace,Brentford,Crystal Palace,18/02/2023,2.14,1.72,4.59,1.86,22.0,8.0,12.0,1.0,1.0,1.0,1.0,1.6363636363636365,0.9090909090909092,1.318181818181818,1.3636363636363635,1.8,0.6,0.4,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.5454545454545454,0.4545454545454545,1124.8211170300915,1029.621684741655,0.7213090803429081,1.0585645877573555,0.8557766685872413,0.3333333333333333,1.0,0.0,
18/02/2023BrightonFulham,Brighton,Fulham,18/02/2023,1.75,2.11,5.15,1.67,22.0,6.0,7.0,1.0,2.0,1.0,0.0,1.8571428571428568,1.4782608695652173,1.3333333333333333,1.3043478260869563,2.2,0.8,0.8,0.6,2.6,1.3333333333333333,0.6666666666666666,0.6190476190476191,0.6956521739130435,1126.8195812138283,1055.9913023723184,0.6922528423384634,1.1235126558109672,0.9285987678162688,1.0,0.3333333333333333,0.0,
18/02/2023ChelseaSouthampton,Chelsea,Southampton,18/02/2023,1.93,1.9,9.42,1.38,22.0,10.0,20.0,1.0,1.0,1.0,2.0,1.0454545454545454,0.8181818181818182,1.0,1.818181818181818,0.6,0.6,0.6,1.6,3.4615384615384617,0.3333333333333333,0.3333333333333333,0.4090909090909091,0.5909090909090909,1106.345224459912,882.0814579807014,0.8447387735106768,0.8476486393258017,1.0652569395081937,0.3333333333333333,2.0,0.0,
18/02/2023EvertonLeeds,Everton,Leeds,18/02/2023,2.08,1.77,2.99,2.48,22.0,18.0,17.0,0.0,0.0,2.0,2.0,0.7272727272727273,1.2727272727272727,1.3636363636363635,1.7272727272727273,0.6,0.6,2.0,1.4,2.6,0.3333333333333333,0.6666666666666666,0.3636363636363636,0.5909090909090909,936.1272930953882,967.1204123200162,0.5559007395966066,0.8981359919268705,1.1085825681510877,1.3333333333333333,1.6666666666666667,0.0,
18/02/2023Nott'm ForestMan City,Nott'm Forest,Man City,18/02/2023,1.64,2.28,1.31,10.01,22.5,14.0,1.0,0.0,3.0,2.0,1.0,0.7727272727272727,2.565217391304348,1.681818181818182,1.0,1.0,2.6,0.6,1.0,6.0,0.6666666666666666,2.0,0.3181818181818182,0.6956521739130435,1011.4421082700336,1315.4354528695883,0.2063655313632811,0.8928774870124025,1.3409679095261176,1.0,1.0,0.0,
18/02/2023WolvesBournemouth,Wolves,Bournemouth,18/02/2023,2.08,1.76,5.53,1.68,22.0,15.0,19.0,2.0,1.0,1.0,1.0,0.7727272727272727,0.9090909090909092,1.4090909090909092,2.0,1.4,0.4,1.0,1.6,1.6,1.6666666666666667,0.6666666666666666,0.4545454545454545,0.4545454545454545,1016.4536006859691,912.5928726643074,0.7312203204647514,0.8732860500276676,1.0886931756872007,1.3333333333333333,1.0,0.0,
18/02/2023NewcastleLiverpool,Newcastle,Liverpool,18/02/2023,1.79,2.04,2.75,2.57,21.5,4.0,9.0,1.0,2.0,1.0,0.0,1.5909090909090908,1.7142857142857142,0.5909090909090909,1.3333333333333333,0.6,0.6,0.4,1.8,2.8181818181818183,0.6666666666666666,0.6666666666666666,0.3636363636363636,0.6666666666666666,1194.3877821753567,1183.0005351498382,0.6150292935953016,0.8353732506624556,1.1126786988534536,0.6666666666666666,1.0,0.0,
19/02/2023Man UnitedLeicester,Man United,Leicester,19/02/2023,1.62,2.32,5.22,1.62,22.5,3.0,14.0,2.0,4.0,0.0,1.0,1.6521739130434785,1.6363636363636365,1.2173913043478262,1.7272727272727273,1.8,2.0,1.4,1.6,2.8461538461538463,2.0,3.333333333333333,0.6086956521739131,0.6363636363636364,1204.1645977531184,1051.2613338801918,0.7829828366265479,1.078872005765348,1.245385771760843,1.0,1.6666666666666667,1.0,
19/02/2023TottenhamWest Ham,Tottenham,West Ham,19/02/2023,1.84,1.99,4.39,1.83,22.5,5.0,18.0,1.0,1.0,4.0,1.0,1.826086956521739,0.8636363636363636,1.5217391304347827,1.2272727272727273,1.0,1.2,2.0,1.0,2.923076923076923,1.0,1.3333333333333333,0.5652173913043478,0.2272727272727272,1160.5341615318516,985.8042191328024,0.8035732557671268,1.1746597793741826,0.918495262968608,1.3333333333333333,0.6666666666666666,0.0,
24/02/2023FulhamWolves,Fulham,Wolves,24/02/2023,2.23,1.67,3.0,2.54,23.5,6.0,15.0,1.0,0.0,0.0,1.0,1.4583333333333333,0.7391304347826086,1.25,1.391304347826087,0.6,1.2,0.4,1.0,1.0,1.0,1.6666666666666667,0.6666666666666666,0.4347826086956521,1083.6814160658569,987.2047878673792,0.7227846150121922,0.8999701420288845,0.8479923963432713,0.0,0.6666666666666666,0.0,
25/02/2023EvertonAston Villa,Everton,Aston Villa,25/02/2023,2.27,1.65,2.98,2.54,23.0,16.0,11.0,1.0,2.0,0.0,4.0,0.7391304347826086,1.2173913043478262,1.3043478260869563,1.6521739130434785,0.6,1.6,1.2,2.4,2.0,0.6666666666666666,1.6666666666666667,0.3478260869565217,0.5652173913043478,953.891263511524,1031.7709957182904,0.4886620976888578,0.8712702481567577,1.0970544831403877,0.6666666666666666,3.6666666666666665,0.0,
25/02/2023LeedsSouthampton,Leeds,Southampton,25/02/2023,2.01,1.82,3.89,1.99,23.0,19.0,20.0,0.0,1.0,1.0,0.0,1.2173913043478262,0.8260869565217391,1.6956521739130437,1.7391304347826086,0.4,0.8,1.2,1.4,2.4,0.6666666666666666,0.6666666666666666,0.5652173913043478,0.5652173913043478,949.3564419038804,915.8710089211284,0.6446742184401463,1.0754217823773606,1.035588774423511,1.6666666666666667,1.6666666666666667,0.0,
25/02/2023LeicesterArsenal,Leicester,Arsenal,25/02/2023,1.67,2.23,1.71,4.73,23.0,14.0,1.0,0.0,4.0,3.0,2.0,1.565217391304348,2.217391304347826,1.7826086956521738,1.0,2.0,1.8,2.0,1.8,2.923076923076923,2.6666666666666665,2.0,0.6521739130434783,0.6086956521739131,1042.5806473452535,1256.2480767847694,0.3042763476549668,1.238730123789452,1.1819656675206656,2.0,2.0,0.0,
25/02/2023West HamNott'm Forest,West Ham,Nott'm Forest,25/02/2023,2.17,1.71,4.97,1.78,23.0,18.0,13.0,0.0,1.0,2.0,1.0,0.8260869565217391,0.782608695652174,1.2608695652173914,1.6521739130434785,0.8,1.0,1.0,0.8,1.0,0.6666666666666666,0.6666666666666666,0.217391304347826,0.3043478260869565,977.9471493634876,1023.1874870155024,0.5355718208615768,0.9066229128697764,0.8780628126865134,1.3333333333333333,1.0,1.0,
25/02/2023BournemouthMan City,Bournemouth,Man City,25/02/2023,1.56,2.45,1.3,10.21,23.5,17.0,2.0,1.0,1.0,0.0,1.0,0.9130434782608696,2.5,1.9130434782608696,1.0,0.6,2.0,1.0,0.8,3.2222222222222223,0.6666666666666666,2.333333333333333,0.4347826086956521,0.6666666666666666,941.8416854828974,1303.6900741241195,0.1570935657059619,1.0571605202033243,1.318718493284736,0.6666666666666666,1.0,1.0,
25/02/2023Crystal PalaceLiverpool,Crystal Palace,Liverpool,25/02/2023,1.82,2.02,1.74,4.7,22.5,12.0,8.0,1.0,2.0,1.0,0.0,0.9130434782608696,1.7272727272727273,1.3478260869565215,1.2727272727272727,0.8,0.8,1.0,1.2,3.615384615384616,1.0,1.3333333333333333,0.4347826086956521,0.6363636363636364,1038.4740479553711,1207.6017068936503,0.3610926969828776,0.8507748539780939,1.1049275515967405,1.3333333333333333,1.0,0.0,
26/02/2023TottenhamChelsea,Tottenham,Chelsea,26/02/2023,2.04,1.81,2.91,2.54,23.5,4.0,10.0,2.0,0.0,0.0,1.0,1.8333333333333333,1.0,1.4583333333333333,1.0,1.4,0.4,1.6,0.4,2.5384615384615383,1.3333333333333333,0.3333333333333333,0.5416666666666666,0.391304347826087,1168.3912313011665,1072.555673519485,0.7220445934609988,1.1594762801118423,0.8240410205132598,1.3333333333333333,0.6666666666666666,0.0,
01/03/2023ArsenalEverton,Arsenal,Everton,01/03/2023,1.82,2.02,9.33,1.36,24.0,1.0,18.0,1.0,0.0,0.0,2.0,2.1666666666666665,0.7083333333333334,0.9583333333333334,1.3333333333333333,1.4,0.4,1.4,1.2,3.230769230769231,2.0,0.3333333333333333,0.5833333333333334,0.3333333333333333,1268.419130690968,934.3447796039696,0.9110107355448276,1.1390129509762654,0.8641680060091692,1.6666666666666667,1.3333333333333333,1.0,
01/03/2023LiverpoolWolves,Liverpool,Wolves,01/03/2023,1.73,2.14,6.6,1.49,23.5,7.0,15.0,0.0,1.0,0.0,1.0,1.6521739130434785,0.75,1.2173913043478262,1.375,0.8,1.2,0.6,1.2,2.333333333333333,1.3333333333333333,1.0,0.6086956521739131,0.4166666666666667,1202.0454147729654,996.1161724678668,0.8303875513084307,1.0496811740169032,0.8500386954871795,0.0,1.0,0.0,
04/03/2023Man CityNewcastle,Man City,Newcastle,04/03/2023,1.71,2.17,6.76,1.48,24.0,2.0,5.0,4.0,0.0,1.0,2.0,2.56,1.5217391304347827,1.0,0.6521739130434783,2.2,0.6,1.0,0.8,4.0,2.6666666666666665,0.6666666666666666,0.68,0.3478260869565217,1309.973816752358,1169.786610431545,0.7702874159988816,1.3473755827265943,0.8295538698413109,1.0,1.3333333333333333,0.0,
04/03/2023ArsenalBournemouth,Arsenal,Bournemouth,04/03/2023,1.58,2.41,13.83,1.22,24.5,1.0,19.0,4.0,1.0,0.0,4.0,2.24,0.9166666666666666,0.92,2.0,2.2,0.8,1.2,1.4,3.4444444444444446,3.0,1.0,0.6,0.4583333333333333,1271.978701269175,935.557942854659,0.912099689008273,1.1746368947612016,1.0801336897889022,0.6666666666666666,1.6666666666666667,1.0,
04/03/2023Aston VillaCrystal Palace,Aston Villa,Crystal Palace,04/03/2023,2.28,1.64,3.88,2.07,24.0,11.0,12.0,2.0,0.0,0.0,0.0,1.25,0.875,1.5833333333333333,1.2916666666666667,1.6,0.6,2.2,0.8,2.857142857142857,1.6666666666666667,0.6666666666666666,0.5416666666666666,0.4166666666666667,1051.3174796258447,1044.030340076056,0.609426109474771,1.0881117393650277,0.8082361112791892,2.333333333333333,0.6666666666666666,0.0,
04/03/2023BrightonWest Ham,Brighton,West Ham,04/03/2023,1.93,1.9,4.61,1.79,23.0,8.0,16.0,0.0,4.0,1.0,0.0,1.7727272727272727,0.9583333333333334,1.318181818181818,1.2083333333333333,1.4,1.6,0.8,0.8,3.090909090909091,0.6666666666666666,1.6666666666666667,0.5909090909090909,0.25,1099.12946752029,996.5242765290244,0.7297974859723111,1.0888748504364865,0.9524014223035052,0.6666666666666666,1.0,1.0,
04/03/2023ChelseaLeeds,Chelsea,Leeds,04/03/2023,1.9,1.93,5.52,1.64,24.0,10.0,17.0,0.0,1.0,2.0,0.0,0.9583333333333334,1.2083333333333333,1.0416666666666667,1.625,0.2,0.6,0.8,1.2,3.0,0.3333333333333333,0.3333333333333333,0.375,0.5416666666666666,1061.437457257925,963.5694731662744,0.7243865452513654,0.8173373035079716,1.0409633784612975,1.3333333333333333,1.0,0.0,
04/03/2023WolvesTottenham,Wolves,Tottenham,04/03/2023,2.09,1.76,2.27,3.31,25.0,15.0,4.0,0.0,2.0,2.0,0.0,0.72,1.84,1.4,1.4,1.2,1.4,1.0,0.8,2.7777777777777777,0.3333333333333333,1.6666666666666667,0.4,0.52,989.331674520204,1179.5094475627266,0.3336330248046182,0.8456435697040959,1.1500437389364375,1.3333333333333333,1.3333333333333333,0.0,
04/03/2023SouthamptonLeicester,Southampton,Leicester,04/03/2023,2.03,1.81,2.64,2.77,24.0,20.0,14.0,0.0,0.0,1.0,1.0,0.7916666666666666,1.5,1.7083333333333333,1.75,0.4,2.0,1.4,1.8,3.230769230769231,0.6666666666666666,1.3333333333333333,0.5416666666666666,0.625,901.6579776587344,1030.409593439055,0.4162464234885031,1.002406690087131,1.1937145828611389,1.0,1.6666666666666667,0.0,
05/03/2023Nott'm ForestEverton,Nott'm Forest,Everton,05/03/2023,2.47,1.54,2.92,2.68,24.5,14.0,18.0,0.0,0.0,4.0,4.0,0.75,0.68,1.75,1.44,0.6,0.4,1.6,1.6,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.36,1004.6103598499654,930.7852090257628,0.6959158172360476,0.9223992244221716,0.8911958571327449,2.333333333333333,2.0,1.0,
05/03/2023LiverpoolMan United,Liverpool,Man United,05/03/2023,1.65,2.27,2.85,2.4,24.0,6.0,3.0,2.0,3.0,0.0,0.0,1.6666666666666667,1.7083333333333333,1.1666666666666667,1.1666666666666667,1.2,2.2,0.6,1.2,2.3846153846153846,1.3333333333333333,2.333333333333333,0.5833333333333334,0.625,1208.8299127206285,1212.8452842880563,0.5938340430523372,1.0442537966322831,1.0731062483274665,0.0,0.6666666666666666,1.0,
06/03/2023BrentfordFulham,Brentford,Fulham,06/03/2023,1.89,1.93,3.71,2.0,24.0,9.0,7.0,1.0,1.0,1.0,1.0,1.608695652173913,1.44,1.3043478260869563,1.24,1.4,0.8,0.4,0.4,5.0,1.6666666666666667,1.3333333333333333,0.5217391304347826,0.64,1115.9687538163753,1074.7700314653691,0.6547786199417408,1.0523775251578205,0.9021418692037012,0.6666666666666666,0.3333333333333333,1.0,
11/03/2023BournemouthLiverpool,Bournemouth,Liverpool,11/03/2023,1.62,2.31,1.43,7.07,25.0,20.0,5.0,2.0,7.0,3.0,0.0,0.96,1.88,2.04,1.12,1.0,2.6,1.8,0.0,4.444444444444445,1.3333333333333333,3.0,0.48,0.6,932.04193041499,1225.076550998535,0.2168887053170935,1.1112596964706547,1.122503491320564,2.333333333333333,0.0,0.0,
11/03/2023EvertonBrentford,Everton,Brentford,11/03/2023,2.25,1.66,2.76,2.71,25.0,18.0,9.0,2.0,3.0,2.0,2.0,0.7307692307692307,1.6666666666666667,1.4615384615384617,1.3333333333333333,0.6,1.6,2.0,0.8,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.3846153846153846,0.5416666666666666,938.6218417152046,1129.7776090187056,0.3323825735068575,0.9333664060650604,1.1106059595211153,2.6666666666666665,1.3333333333333333,0.0,
11/03/2023LeedsBrighton,Leeds,Brighton,11/03/2023,1.85,1.98,1.97,3.84,24.0,17.0,8.0,0.0,4.0,1.0,0.0,1.16,1.8695652173913044,1.6,1.2608695652173914,0.6,1.6,1.2,0.8,1.2,0.3333333333333333,1.6666666666666667,0.52,0.6086956521739131,952.5449349763292,1109.9375680813976,0.3768189071647637,1.0133849112319655,1.1184293025062977,0.6666666666666666,0.6666666666666666,1.0,
11/03/2023LeicesterChelsea,Leicester,Chelsea,11/03/2023,1.98,1.85,2.0,3.83,25.0,15.0,10.0,0.0,1.0,1.0,0.0,1.44,0.96,1.72,1.0,1.6,0.4,1.6,0.8,2.230769230769231,0.0,0.3333333333333333,0.6,0.36,1007.0594503785952,1072.4619954478703,0.5066158833505044,1.1539808354813534,0.7956834100987489,1.6666666666666667,1.0,1.0,
11/03/2023TottenhamNott'm Forest,Tottenham,Nott'm Forest,11/03/2023,1.82,2.01,7.52,1.44,25.5,4.0,14.0,0.0,2.0,1.0,2.0,1.7692307692307692,0.8,1.3846153846153846,1.76,1.2,0.8,1.0,1.8,2.0,1.3333333333333333,1.0,0.5,0.36,1152.8547685549113,996.7737271605235,0.7860750618644398,1.1161921782304067,0.9660462873178324,0.3333333333333333,2.333333333333333,1.0,
11/03/2023Crystal PalaceMan City,Crystal Palace,Man City,11/03/2023,1.75,2.05,1.36,9.05,25.5,12.0,2.0,0.0,2.0,1.0,0.0,0.84,2.5384615384615383,1.28,0.9615384615384616,0.6,2.6,1.0,0.8,3.230769230769231,0.3333333333333333,2.333333333333333,0.4,0.6538461538461539,1028.407384455047,1319.1623201124028,0.2191258867661058,0.7862047709528082,1.3282254925195944,0.6666666666666666,0.6666666666666666,0.0,
12/03/2023FulhamArsenal,Fulham,Arsenal,12/03/2023,1.81,2.02,1.59,5.74,26.0,8.0,1.0,2.0,3.0,3.0,2.0,1.4615384615384617,2.269230769230769,1.3076923076923077,0.9615384615384616,1.2,2.6,0.8,1.4,3.8,1.3333333333333333,2.6666666666666665,0.6538461538461539,0.6153846153846154,1060.9611762630389,1275.494713708844,0.3032219407853102,0.9520577096331424,1.2084861822897812,1.3333333333333333,0.6666666666666666,1.0,
12/03/2023Man UnitedSouthampton,Man United,Southampton,12/03/2023,1.63,2.28,9.22,1.34,25.0,3.0,20.0,0.0,1.0,7.0,0.0,1.64,0.8,1.4,1.64,1.8,0.6,2.0,1.2,2.8461538461538463,1.6666666666666667,0.6666666666666666,0.64,0.52,1196.59864601015,925.0081207191944,0.8772188635459875,1.1535179610456912,0.9690407793681176,2.333333333333333,0.3333333333333333,0.0,
