,HomeTeam,AwayTeam,AvgO25,AvgU25,AvgA,AvgH,AvgD,Date,GameIndex,TG,FTR,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,HtASGP3G,AtASGP3G,HtACGP3G,AtACGP3G,HtpercentGO,AtpercentGO,AGTM
0,Chelsea,Brentford,OddsOver,OddsUnder,OddsA,OddsH,OddsD,27/04/2023,Predicted_game,unknown,unknown,32.5,11,9,0,2,2,0,0.9375,1.5151515151515151,1.09375,1.303030303030303,0.2,0.8,1.4,1.2,0.3333333333333333,1.0,1.6666666666666667,1.0,0.375,0.45454545454545453,2.0
