"GameIndex","HomeTeam","AwayTeam","Date","AvgO25","AvgU25","AvgH","AvgA","AvgD","Played","TG","HtPos","AtPos","HtSGLG","AtSGLG","HtCGLG","AtCGLG","HtASGPG","AtASGPG","HtACGPG","AtACGPG","HtASGP5G","AtASGP5G","HtACGP5G","AtACGP5G","AGTM","HtASGP3G","AtASGP3G","HtACGP3G","AtACGP3G","HtpercentGO","AtpercentGO","FTR","elo_ht","elo_at","win_e_ht","tilt_ht","tilt_at"
"10/09/2022ExcelsiorFC Emmen","Excelsior","FC Emmen","10/09/2022",1.68,2.16,3.12,2.19,3.58,5,3,10,15,2,0,5,3,1.6,1,3.2,2.8,1.6,1,3.2,2.8,3,1,1,5,3,0.8,0.8,"H",948.707515887911,977.040909397336,0.559677233374383,1.36512653476741,1.20667145064067
"11/09/2022UtrechtVitesse","Utrecht","Vitesse","11/09/2022",1.63,2.25,1.91,3.74,3.77,5,1,11,14,4,1,3,0,1.6,1.2,2,2.8,1.6,1.2,2,2.8,2.45454545454545,2,1,2.66666666666667,2,0.6,0.8,"H",1010.75379363491,998.298641859764,0.616483824454374,1.08585172139414,1.11684470848041
"11/09/2022CambuurGroningen","Cambuur","Groningen","11/09/2022",1.71,2.12,2.15,3.16,3.61,5,1,13,12,0,0,4,1,0.8,1,1.6,2,0.8,1,1.6,2,4,1.33333333333333,0.666666666666667,2,0.666666666666667,0.4,0.4,"A",940.615077168485,917.042685349855,0.631497394420553,1.16260736691194,1.0746590400032
"11/09/2022PSV EindhovenWaalwijk","PSV Eindhoven","Waalwijk","11/09/2022",1.31,3.34,1.16,15.76,7.76,5,1,4,10,1,5,2,2,4.6,2,1.4,1.6,4.6,2,1.4,1.6,3.6,4.66666666666667,2.33333333333333,1.33333333333333,1.66666666666667,1,0.6,"H",1294.52981127349,999.518045408476,0.891017507221453,1.60431490291328,1.04256111349626
"11/09/2022AZ AlkmaarTwente","AZ Alkmaar","Twente","11/09/2022",1.76,2.05,2.09,3.4,3.52,5,2,3,5,3,2,0,1,2,2,0.6,0.4,2,2,0.6,0.4,3.1,1.66666666666667,2,0.333333333333333,0.666666666666667,0.4,0.6,"D",1185.60224287629,1200.04452618654,0.579279367743816,1.1839127576022,0.951151551547005
"11/09/2022FeyenoordSparta Rotterdam","Feyenoord","Sparta Rotterdam","11/09/2022",1.46,2.66,1.27,10.13,5.85,5,3,2,8,4,4,3,0,2.8,1.4,1,0.8,2.8,1.4,1,0.8,3.55555555555556,3,1.66666666666667,1,0.333333333333333,0.6,0.4,"H",1220.72665688196,1036.22788401747,0.812298181224132,1.25248117223977,0.869213671437141
"16/09/2022UtrechtNijmegen","Utrecht","Nijmegen","16/09/2022",1.68,2.17,1.69,4.7,3.98,6,0,8,10,1,1,0,1,1.5,1.16666666666667,1.66666666666667,0.833333333333333,1.4,1.4,1.6,0.8,2.25,1.66666666666667,0.666666666666667,1.66666666666667,0.666666666666667,0.5,0.166666666666667,"D",1026.09444328212,957.758871816039,0.689187418447923,1.04946672789136,0.891378564183075
"17/09/2022Sparta RotterdamGroningen","Sparta Rotterdam","Groningen","17/09/2022",2.04,1.76,2.18,3.35,3.35,6,3,11,10,0,1,3,0,1.16666666666667,1,1.16666666666667,1.66666666666667,1.4,0.8,1.4,1.6,3.1,1.66666666666667,0.666666666666667,1,0.666666666666667,0.5,0.333333333333333,"H",1028.71981031378,942.302580688294,0.711033705778753,0.873657899595577,1.0381288002593
"17/09/2022VitesseVolendam","Vitesse","Volendam","17/09/2022",1.4,2.86,1.46,6.03,4.87,6,2,14,16,0,2,1,3,1,1.16666666666667,2.5,3.33333333333333,0.8,1,2,3.6,0,1,1,1,4.66666666666667,0.666666666666667,0.833333333333333,"D",982.95799221256,950.744843429496,0.642994842915933,1.07942119414505,1.17714450253105
"17/09/2022WaalwijkCambuur","Waalwijk","Cambuur","17/09/2022",1.67,2.18,2.15,3.16,3.62,6,6,12,13,0,0,1,1,1.66666666666667,0.666666666666667,1.5,1.5,1.6,0.8,1.4,1.4,1.5,2.33333333333333,0,1.66666666666667,2,0.5,0.333333333333333,"H",995.158744934099,915.355181830046,0.70314895328987,1.00289943830803,1.12308755247741
"17/09/2022For SittardExcelsior","For Sittard","Excelsior","17/09/2022",1.5,2.49,1.81,3.87,4.07,6,1,18,8,1,2,1,1,1.33333333333333,1.66666666666667,2.83333333333333,2.83333333333333,1.2,1.6,2.8,3.4,3.5,1.66666666666667,1.33333333333333,2.33333333333333,3.33333333333333,0.833333333333333,0.833333333333333,"H",908.467871236325,966.320426184631,0.517474537854507,1.19477659869799,1.34659376780013
"18/09/2022Go Ahead EaglesFC Emmen","Go Ahead Eagles","FC Emmen","18/09/2022",1.82,1.97,2.42,2.85,3.41,6,2,18,17,3,1,2,2,1.33333333333333,1,2.5,2.66666666666667,1.6,1,2.6,2.4,0,2,0.333333333333333,2.33333333333333,3,0.5,0.833333333333333,"H",879.415904322192,959.427999100616,0.485595416969268,1.07468352007152,1.19028984774068
"18/09/2022HeerenveenTwente","Heerenveen","Twente","18/09/2022",1.87,1.92,2.86,2.43,3.37,6,3,8,5,0,1,5,1,1,1.83333333333333,1,0.5,1.2,2,1.2,0.6,2.2,0.666666666666667,2.33333333333333,2,0.666666666666667,0.5,0.5,"H",1024.20767713784,1203.21570183288,0.348077510020439,0.921623134787966,0.937380247276662
"18/09/2022PSV EindhovenFeyenoord","PSV Eindhoven","Feyenoord","18/09/2022",1.5,2.52,1.87,3.75,3.95,6,7,3,2,1,3,0,0,4,2.83333333333333,1.16666666666667,0.833333333333333,4,2.4,1.2,0.6,2.83333333333333,3,3.66666666666667,1,1,0.833333333333333,0.666666666666667,"H",1298.88911174787,1228.23473058566,0.692039564968303,1.5432826854679,1.25888502008121
"18/09/2022AZ AlkmaarAjax","AZ Alkmaar","Ajax","18/09/2022",1.58,2.33,4.55,1.67,4.17,6,3,4,1,1,5,1,0,1.83333333333333,3.5,0.666666666666667,0.5,1.8,3.6,0.8,0.2,3,1.66666666666667,3.66666666666667,0.666666666666667,0,0.333333333333333,0.666666666666667,"H",1182.43106722995,1376.77836517138,0.3283183892262,1.16677140637593,1.38035764599404
"01/10/2022CambuurPSV Eindhoven","Cambuur","PSV Eindhoven","01/10/2022",1.36,3.04,8.89,1.28,6.04,7,3,17,1,1,4,5,3,0.714285714285714,4,2,1.42857142857143,1,3.8,2.4,1.4,4,0.333333333333333,2,3.33333333333333,1.66666666666667,0.428571428571429,0.857142857142857,"H",903.481142994546,1311.20753007356,0.125197086091238,1.18658624814916,1.5773280721331
"01/10/2022GroningenAZ Alkmaar","Groningen","AZ Alkmaar","01/10/2022",1.88,1.9,4.72,1.73,3.72,7,5,12,3,1,2,2,1,1,1.85714285714286,1.71428571428571,0.714285714285714,0.8,1.6,0.8,0.6,1.81818181818182,0.666666666666667,2,1,0.666666666666667,0.428571428571429,0.428571428571429,"A",930.743930321026,1209.29833155637,0.231379944376518,1.05489912723691,1.15189983185647
"01/10/2022AjaxGo Ahead Eagles","Ajax","Go Ahead Eagles","01/10/2022",1.22,4.03,1.08,25.19,11.29,7,2,2,13,1,2,2,0,3.14285714285714,1.42857142857143,0.714285714285714,2.14285714285714,2.6,1.6,0.4,1.6,2.5,3.33333333333333,2.66666666666667,0.666666666666667,2,0.714285714285714,0.428571428571429,"D",1349.91110084496,899.992087343092,0.952252082888258,1.36276371843999,1.05455460422867
"01/10/2022TwenteVitesse","Twente","Vitesse","01/10/2022",1.73,2.09,1.7,4.73,3.89,7,3,5,14,1,1,2,1,1.71428571428571,1,0.714285714285714,2.28571428571429,1.6,0.8,1,1.6,3.1,1.33333333333333,0.666666666666667,1.33333333333333,0.666666666666667,0.571428571428571,0.571428571428571,"H",1177.13880094338,977.238201203066,0.825443557518828,0.95561376732029,1.05943066946471
