GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
20/09/17La CorunaAlaves,La Coruna,Alaves,20/09/17,2.2,1.67,4.32,1.89,4.0,18,19,1,0,2,3,1.25,0.0,2.75,1.75,1.25,0.0,2.75,1.75,0.5,1.6666666666666667,0.0,1.0,0.25,884.2830648105736,971.696976607799,0.4749603306475439,1.076076717705237,0.8306562963558863,0
20/09/17LeganesGirona,Leganes,Girona,20/09/17,2.5,1.52,3.68,2.17,4.0,10,15,0,0,1,1,0.75,0.75,0.75,1.25,0.75,0.75,0.75,1.25,0.0,0.6666666666666666,0.3333333333333333,0.25,0.25,929.4624781017116,988.4472920107381,0.5158468178840578,0.8697594041666733,0.9663759942637504,0
20/09/17Real MadridBetis,Real Madrid,Betis,20/09/17,1.18,4.72,20.33,1.11,4.0,6,11,3,2,1,1,2.25,1.25,1.0,1.75,2.25,1.25,1.0,1.75,5.0,2.0,1.6666666666666667,0.75,0.75,1233.5739318615515,932.5878630100445,0.8943123903222995,1.4223177629886568,1.08747636749235,0
20/09/17SevillaLas Palmas,Sevilla,Las Palmas,20/09/17,1.5,2.55,7.3,1.42,4.0,2,12,1,1,0,0,1.5,1.25,0.25,1.75,1.5,1.25,0.25,1.75,2.0,1.6666666666666667,1.6666666666666667,0.25,0.5,1124.3633316049916,905.6000108503154,0.8405405172403148,1.0600213318714433,1.2616045959798394,0
21/09/17CeltaGetafe,Celta,Getafe,21/09/17,1.86,1.94,4.55,1.78,4.0,18,15,1,1,2,2,1.25,0.75,1.75,1.0,1.25,0.75,1.75,1.0,0.0,1.0,1.0,0.75,0.5,895.4070077449478,999.5396133456653,0.4510366523219179,1.175252113555487,0.9357759984489067,0
21/09/17LevanteSociedad,Levante,Sociedad,21/09/17,1.87,1.93,2.36,3.0,4.0,10,5,1,1,1,3,1.25,2.75,1.0,1.75,1.25,2.75,1.0,1.75,0.0,1.3333333333333333,2.6666666666666665,0.25,1.0,1020.1466255633521,1084.1893262026692,0.5085724028543412,0.9700780488162262,1.1973866653120078,1
21/09/17VillarrealEspanol,Villarreal,Espanol,21/09/17,2.02,1.79,4.92,1.74,4.0,11,16,3,2,0,1,1.5,0.75,1.25,2.0,1.5,0.75,1.25,2.0,1.0,2.0,0.6666666666666666,0.75,0.5,1083.4152140393865,1005.3441903359895,0.7010630888487195,0.9813146542208819,0.9272833215021118,0
23/09/17AlavesReal Madrid,Alaves,Real Madrid,23/09/17,1.34,3.2,1.17,16.3,5.0,19,8,0,0,1,1,0.0,1.8,1.6,1.0,0.0,1.8,1.6,1.0,4.0,0.0,1.3333333333333333,0.2,0.6,950.6953898337008,1197.8014362486595,0.2651239572418288,0.8077095169674715,1.3695930790969482,1
23/09/17Ath MadridSevilla,Ath Madrid,Sevilla,23/09/17,1.81,2.0,5.93,1.58,5.0,3,2,2,1,1,0,2.0,1.4,0.8,0.2,2.0,1.4,0.8,0.2,2.5,1.0,1.6666666666666667,0.6,0.2,1191.0560209587452,1130.741710915379,0.6792112669096709,0.9603986194815798,1.0228730927514955,0
23/09/17GironaBarcelona,Girona,Barcelona,23/09/17,1.42,2.78,1.25,11.56,5.0,15,1,0,6,0,1,0.6,3.4,1.0,0.4,0.6,3.4,1.0,0.4,0.0,0.0,4.333333333333333,0.2,0.6,989.0811647261004,1277.601153992262,0.22133523257259877,0.9180571945505629,1.5731954284841558,1
