GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
17/08/2019ArsenalBurnley,Arsenal,Burnley,17/08/2019,1.6,2.34,9.48,1.33,1.0,7,4,1,3,0,0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1125.874377703201,990.4785363489876,0.7653707065363164,1.1737142715917162,1.08388709094447,1
17/08/2019Aston VillaBournemouth,Aston Villa,Bournemouth,17/08/2019,1.81,2.03,3.08,2.33,1.0,15,8,1,1,3,1,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,988.3510425136425,954.1760885426951,0.6455829180086595,1.0275310639351505,1.2649268624325016,1
17/08/2019BrightonWest Ham,Brighton,West Ham,17/08/2019,1.95,1.87,2.9,2.52,1.0,3,20,3,0,0,5,3.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,3.0,3.0,0.0,1.0,1.0,924.086201606182,1031.873833338961,0.44583264153419677,0.9393987064377542,1.150416657163681,0
17/08/2019EvertonWatford,Everton,Watford,17/08/2019,1.79,2.05,4.86,1.73,1.0,10,18,0,0,0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.8333333333333335,0.0,0.0,0.0,1.0,1075.0039518130231,939.7171610451486,0.7652579582083086,0.9129662365202835,1.1360537164991689,0
17/08/2019NorwichNewcastle,Norwich,Newcastle,17/08/2019,1.95,1.88,3.38,2.23,1.0,16,14,1,0,4,1,1.0,0.0,4.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,996.4267296003613,1007.899479043552,0.5834397148786994,1.0338540978388906,0.9235318084879478,1
17/08/2019SouthamptonLiverpool,Southampton,Liverpool,17/08/2019,1.64,2.28,1.47,6.77,1.0,17,5,0,4,3,1,0.0,4.0,3.0,1.0,0.0,4.0,3.0,1.0,2.0,0.0,4.0,1.0,1.0,948.8131841071424,1336.9149904726594,0.13810238067535216,1.0993956459807945,1.2329201845630022,1
17/08/2019Man CityTottenham,Man City,Tottenham,17/08/2019,1.52,2.55,8.46,1.36,1.0,1,6,5,3,0,1,5.0,3.0,0.0,1.0,5.0,3.0,0.0,1.0,2.8333333333333335,5.0,3.0,1.0,1.0,1377.032678568092,1096.1617466664661,0.8828577874967883,1.1910834310648284,1.0602522517112465,1
18/08/2019Sheffield UnitedCrystal Palace,Sheffield United,Crystal Palace,18/08/2019,2.37,1.6,2.95,2.57,1.0,13,11,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1001.4738526062298,1058.4401539146568,0.518748206236182,0.9810222603205372,1.0762986610872998,0
18/08/2019ChelseaLeicester,Chelsea,Leicester,18/08/2019,1.96,1.86,5.07,1.73,1.0,18,12,0,0,4,0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,1.6666666666666667,0.0,0.0,1.0,0.0,1122.6055019414725,1018.3757796033415,0.7316375803647007,1.020088113898578,0.9648973314009972,0
19/08/2019WolvesMan United,Wolves,Man United,19/08/2019,2.12,1.74,2.3,3.32,1.0,13,9,0,4,0,0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.5,0.0,4.0,0.0,1.0,1072.4795895734014,1121.4125884493549,0.5302807498452475,0.8894887413590964,1.1168387299310063,0
23/08/2019Aston VillaEverton,Aston Villa,Everton,23/08/2019,1.79,2.05,2.27,3.16,2.0,17,8,1,1,2,0,1.0,0.5,2.5,0.0,1.0,0.5,2.5,0.0,0.0,1.0,0.5,1.0,0.0,962.5277257932961,1084.3936334846908,0.42590852252000455,1.0235880832096247,0.8849227260425994,0
24/08/2019NorwichChelsea,Norwich,Chelsea,24/08/2019,1.56,2.44,1.83,4.18,2.0,12,16,3,1,1,1,2.0,0.5,2.5,2.5,2.0,0.5,2.5,2.5,0.0,2.0,0.5,1.0,0.5,1013.0891410052134,1113.3399987268845,0.4565751953602981,1.0687853719639546,1.010538895919757,1
24/08/2019BrightonSouthampton,Brighton,Southampton,24/08/2019,2.1,1.75,3.08,2.43,2.0,5,19,1,1,1,2,2.0,0.5,0.5,2.5,2.0,0.5,0.5,2.5,2.25,2.0,0.5,0.5,1.0,926.2528959448142,943.2890888801284,0.5756360592508316,0.9271987822687117,1.0930908143827334,0
24/08/2019Man UnitedCrystal Palace,Man United,Crystal Palace,24/08/2019,1.76,2.09,9.16,1.36,2.0,4,15,1,0,1,1,2.5,0.0,0.5,0.5,2.5,0.0,0.5,0.5,3.0,2.5,0.0,0.5,0.0,1122.6238184431647,1039.190082164104,0.7074922647863545,1.105966446382375,1.0428706252614086,1
24/08/2019Sheffield UnitedLeicester,Sheffield United,Leicester,24/08/2019,2.3,1.63,2.26,3.45,2.0,8,13,1,1,0,1,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.0,1020.7239243567825,1027.6412828179296,0.5897986026599676,0.9505533501103705,0.9558647637049414,1
24/08/2019WatfordWest Ham,Watford,West Ham,24/08/2019,1.73,2.13,3.47,2.13,2.0,20,17,0,1,1,1,0.0,0.5,2.0,3.0,0.0,0.5,2.0,3.0,3.1666666666666665,0.0,0.5,0.5,0.5,930.327479373481,1029.7071390003289,0.45781976173968675,1.1011576458369232,1.1354762533883536,1
24/08/2019LiverpoolArsenal,Liverpool,Arsenal,24/08/2019,1.44,2.79,6.09,1.5,2.0,1,2,2,2,1,1,3.0,1.5,1.0,0.5,3.0,1.5,1.0,0.5,4.833333333333333,3.0,1.5,1.0,0.5,1342.4390856996736,1135.2595494417483,0.8313988350699852,1.2258496143220357,1.1703848774122603,1
