GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25
20/09/2020HuescaCadiz,Huesca,Cadiz,20/09/2020,2.67,1.47,3.92,2.17,1.0,8,19,1,0,1,2,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,979.9759117894162,978.2591244200132,0.6017674667561747,1.127553376338714,0.9860903251956522,1.0,2.0,0
20/09/2020BetisValladolid,Betis,Valladolid,20/09/2020,2.11,1.73,4.38,1.87,1.0,4,10,1,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,973.2304334969483,976.5284799970051,0.594829612265477,1.0369889876541811,0.8138783753907954,0.0,1.0,0
20/09/2020GranadaAlaves,Granada,Alaves,20/09/2020,2.75,1.45,4.17,2.08,1.0,3,17,2,0,0,1,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1050.6515821119397,915.3827670311649,0.7652393693871187,1.038062804885222,0.9650490067427019,0.0,1.0,1
20/09/2020SociedadReal Madrid,Sociedad,Real Madrid,20/09/2020,1.75,2.08,1.76,4.65,0.5,9,15,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.75,1.0,0.0,0.0,0.5,1047.1909634591618,1275.7921448845084,0.2863900584789863,1.0251737548050406,1.0189882170661755,1.0,0.0,0
26/09/2020AlavesGetafe,Alaves,Getafe,26/09/2020,3.0,1.38,2.45,3.49,1.5,18,5,1,1,2,0,0.5,1.0,1.5,0.0,0.5,1.0,1.5,0.0,2.5,0.5,1.0,0.5,0.0,905.9923418066496,1038.756173857467,0.4106454753474008,0.9745965273877023,0.7516893952215764,1.5,0.0,0
26/09/2020ValenciaHuesca,Valencia,Huesca,26/09/2020,2.04,1.77,3.79,2.05,2.0,7,12,1,0,2,2,2.5,0.5,2.0,1.5,2.5,0.5,2.0,1.5,5.5,2.5,0.5,1.0,0.0,1023.8024423168705,955.9052131191692,0.6886467372409947,1.060801117801551,1.1117399428437946,2.0,1.5,0
26/09/2020ElcheSociedad,Elche,Sociedad,26/09/2020,2.48,1.53,1.96,4.2,1.0,16,9,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,1000.0,1055.7353611200024,0.5205169385481263,1.0,0.9739150670647885,0.0,0.5,1
26/09/2020BetisReal Madrid,Betis,Real Madrid,26/09/2020,1.74,2.09,1.84,4.16,1.5,1,10,2,0,0,0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.375,1.5,0.0,0.0,0.0,989.4372490063292,1267.2477472236678,0.23214238830773984,1.0342869308174325,0.9680388062128666,0.0,0.0,1
27/09/2020OsasunaLevante,Osasuna,Levante,27/09/2020,2.04,1.78,3.19,2.29,1.5,9,19,0,2,1,4,1.0,2.0,0.5,4.0,1.0,2.0,0.5,4.0,2.0,1.0,2.0,0.0,1.0,1043.087528760785,1003.9230253119498,0.6521268952410979,1.0641751719238541,1.1426767283048243,0.5,4.0,1
27/09/2020EibarAth Bilbao,Eibar,Ath Bilbao,27/09/2020,2.71,1.45,2.63,3.04,1.5,12,18,1,0,2,2,0.5,0.0,1.0,2.0,0.5,0.0,1.0,2.0,1.875,0.5,0.0,0.5,0.0,975.0589336302555,1005.7399000657663,0.5563443037897041,0.9531371771966706,0.9274776896268334,1.0,2.0,1
