GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25
30/08/2019BolognaSpal,Bologna,Spal,30/08/2019,2.13,1.72,4.65,1.84,1.0,9,18,1,2,1,3,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.75,1.0,2.0,0.0,1.0,1018.7516440777487,966.7119872102912,0.6687455286965623,1.1247914755175699,1.1531485713695875,1.0,3.0,0
31/08/2019MilanBrescia,Milan,Brescia,31/08/2019,1.83,1.98,7.48,1.48,1.0,15,5,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1129.4260416246725,1021.1281967245216,0.736210549092651,0.9038135996407735,0.9706316446498716,1.0,0.0,0
31/08/2019JuventusNapoli,Juventus,Napoli,31/08/2019,2.05,1.77,4.13,1.98,1.0,6,7,1,4,0,3,1.0,4.0,0.0,3.0,1.0,4.0,0.0,3.0,2.3333333333333335,1.0,4.0,0.0,1.0,1268.7930096034768,1213.0975610180233,0.6733907274121953,0.9862806197830882,1.270207742497707,0.0,3.0,1
01/09/2019LazioRoma,Lazio,Roma,01/09/2019,1.6,2.33,3.29,2.14,1.0,4,12,3,3,0,3,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,2.6666666666666665,3.0,3.0,1.0,1.0,1084.9293310297649,1157.7159756053197,0.49598978208030536,1.136730142426693,1.1637127400669236,0.0,3.0,0
01/09/2019AtalantaTorino,Atalanta,Torino,01/09/2019,1.76,2.07,5.54,1.61,1.0,5,6,3,2,2,1,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1213.319600040216,1150.332649806924,0.6825541090399021,1.2117391953031729,0.9698139089882044,2.0,1.0,1
01/09/2019CagliariInter,Cagliari,Inter,01/09/2019,1.95,1.86,1.65,5.43,1.0,14,3,0,4,1,0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,3.6666666666666665,0.0,4.0,0.0,1.0,928.491415766363,1151.8894078266885,0.29255031849246965,0.9409154346363845,0.9832386028291025,1.0,0.0,1
01/09/2019GenoaFiorentina,Genoa,Fiorentina,01/09/2019,1.74,2.09,2.71,2.56,1.0,11,15,3,3,3,4,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,956.6564136185308,915.459807623411,0.6547758661100632,0.8965132590598023,0.9589380725322242,3.0,4.0,1
01/09/2019LecceVerona,Lecce,Verona,01/09/2019,1.94,1.87,4.05,1.92,1.0,20,13,0,1,4,1,0.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,990.9178083782226,811.9400859730341,0.8074042407773443,1.0341416650727222,1.0979410632896238,4.0,1.0,0
01/09/2019SassuoloSampdoria,Sassuolo,Sampdoria,01/09/2019,1.73,2.11,3.12,2.27,1.0,17,19,1,0,2,3,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,1.0,1.0,967.7969420290981,982.0146266868895,0.579594456139411,1.1147705772832661,1.134537641850789,2.0,3.0,1
01/09/2019UdineseParma,Udinese,Parma,01/09/2019,2.21,1.67,3.95,2.03,1.0,7,16,1,0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.5,1.0,0.0,0.0,0.0,1031.5536114213332,936.1143050877682,0.7215865723064234,0.9810721323715289,1.0500247858736529,0.0,1.0,1
