GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
25/09/2020OsnabruckHannover,Osnabruck,Hannover,25/09/2020,1.76,2.05,2.07,3.41,1.0,10,2,1,2,1,0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,984.7178944637831,1074.4557951880395,0.4716253963857598,1.0881825142771233,1.1306484015389626,1
26/09/2020BraunschweigHolstein Kiel,Braunschweig,Holstein Kiel,26/09/2020,1.79,2.0,2.41,2.81,1.0,16,6,0,1,2,0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,955.1338022116782,990.2097377073285,0.5500911724498633,0.9301097739584155,1.2066636013113397,0
26/09/2020DarmstadtRegensburg,Darmstadt,Regensburg,26/09/2020,1.77,2.03,3.47,2.04,1.0,13,11,2,1,3,1,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.5,2.0,1.0,1.0,0.0,1071.37835939192,969.8234035376029,0.7286036726027865,1.0892683824508889,1.170820654875333,0
26/09/2020Fortuna DusseldorfWurzburger Kickers,Fortuna Dusseldorf,Wurzburger Kickers,26/09/2020,1.71,2.11,4.7,1.69,1.0,14,18,1,0,2,3,1.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1061.8796342699543,862.0530909667732,0.8253821242605609,1.1377238598697013,0.8849197126887024,0
27/09/2020KarlsruheBochum,Karlsruhe,Bochum,27/09/2020,1.94,1.84,2.7,2.58,1.0,17,11,0,2,2,2,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.5,0.0,2.0,0.0,1.0,944.4129995092114,1041.4822826234413,0.4611228027908833,1.0691603751894199,1.0996281274478925,0
27/09/2020NurnbergSandhausen,Nurnberg,Sandhausen,27/09/2020,1.89,1.89,3.31,2.14,1.0,12,7,1,3,1,2,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.5,1.0,3.0,0.0,1.0,974.957921238519,1022.6966151773578,0.5319928258230253,1.0657455375832419,1.092005094514884,0
27/09/2020St PauliHeidenheim,St Pauli,Heidenheim,27/09/2020,1.92,1.87,2.5,2.75,1.0,13,4,2,2,2,0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,964.7890271966044,1093.7883670869005,0.41589996428428266,1.0643401973205748,0.906343855232994,1
28/09/2020PaderbornHamburg,Paderborn,Hamburg,28/09/2020,1.7,2.12,2.44,2.75,1.0,16,7,0,2,1,1,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,1048.6130746271167,1034.3851616508248,0.6188936178195379,1.2835721118868895,1.1918161182913805,1
02/10/2020BochumOsnabruck,Bochum,Osnabruck,02/10/2020,1.81,1.99,3.66,2.0,2.0,4,7,1,2,0,1,1.5,1.5,1.0,1.0,1.5,1.5,1.0,1.0,2.0,1.5,1.5,0.5,0.5,1059.9271947350767,1005.8528786083526,0.6713349789374813,1.063352988595426,1.0868402835576192,0
02/10/2020SandhausenSt Pauli,Sandhausen,St Pauli,02/10/2020,1.74,2.07,3.52,2.02,2.0,11,3,0,4,1,2,1.5,3.0,1.5,2.0,1.5,3.0,1.5,2.0,2.625,1.5,3.0,0.5,1.0,1003.9763282102788,988.1530286252331,0.6210573667790328,1.0561710455058941,1.1435232686236865,0
