"GameIndex","HomeTeam","AwayTeam","Date","AvgO25","AvgU25","AvgH","AvgA","AvgD","Played","TG","HtPos","AtPos","HtSGLG","AtSGLG","HtCGLG","AtCGLG","HtASGPG","AtASGPG","HtACGPG","AtACGPG","HtASGP5G","AtASGP5G","HtACGP5G","AtACGP5G","AGTM","HtASGP3G","AtASGP3G","HtACGP3G","AtACGP3G","HtpercentGO","AtpercentGO","FTR","elo_ht","elo_at","win_e_ht","tilt_ht","tilt_at"
"26/08/17Bristol RvsFleetwood Town","Bristol Rvs","Fleetwood Town","26/08/17",2.04,1.75,2.03,3.63,3.34,3,4,18,2,3,2,2,0,1.33333333333333,1.66666666666667,2.33333333333333,0,1.33333333333333,1.66666666666667,2.33333333333333,0,3.5,1.33333333333333,1.66666666666667,2.33333333333333,0,0.666666666666667,0,"H",979.455257277205,1147.78020809874,0.362159478526879,1.21252762956789,0.837170023923198
"26/08/17GillinghamSouthend","Gillingham","Southend","26/08/17",1.76,2.04,3.24,2.15,3.42,3,6,20,14,0,1,1,1,0,1,0.666666666666667,2.33333333333333,0,1,0.666666666666667,2.33333333333333,3.5,0,1,0.666666666666667,2.33333333333333,0,0.666666666666667,"D",897.156800134275,1025.47727074581,0.416849565724487,1.07092602686421,1.09703733363874
"26/08/17NorthamptonPeterboro","Northampton","Peterboro","26/08/17",1.74,2.05,2.49,2.72,3.35,3,5,23,3,1,2,4,1,0.333333333333333,2.66666666666667,2,1,0.333333333333333,2.66666666666667,2,1,2,0.333333333333333,2.66666666666667,2,1,0.333333333333333,1,"A",889.775596815884,1025.72871504988,0.406209732746877,1.06796877616621,1.11799344895843
"26/08/17OxfordShrewsbury","Oxford","Shrewsbury","26/08/17",1.99,1.79,1.97,3.76,3.41,3,2,5,4,0,3,1,2,1.66666666666667,1.66666666666667,0.333333333333333,0.666666666666667,1.66666666666667,1.66666666666667,0.333333333333333,0.666666666666667,2,1.66666666666667,1.66666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,"D",1069.45347569515,1013.36985480628,0.673881956539377,1.05996828449006,0.8988246186702
"26/08/17PlymouthScunthorpe","Plymouth","Scunthorpe","26/08/17",1.87,1.91,2.72,2.52,3.3,3,4,10,9,1,1,1,0,1.33333333333333,1,1,0.666666666666667,1.33333333333333,1,1,0.666666666666667,0,1.33333333333333,1,1,0.666666666666667,0.333333333333333,0,"A",1005.78642254191,1086.94659760311,0.483944702723244,0.982557993945077,1.09954656787322
"26/08/17RochdaleBury","Rochdale","Bury","26/08/17",1.76,2.03,2,3.55,3.53,3,0,22,19,2,2,3,3,1,1.33333333333333,2,2.33333333333333,1,1.33333333333333,2,2.33333333333333,1.5,1,1.33333333333333,2,2.33333333333333,0.333333333333333,0.666666666666667,"D",996.220902346595,928.51607488283,0.688409180532185,1.18638534936643,1.03691924635219
"26/08/17RotherhamCharlton","Rotherham","Charlton","26/08/17",1.83,1.95,2.35,2.92,3.34,3,2,15,6,1,4,2,1,2,1.66666666666667,1.33333333333333,1,2,1.66666666666667,1.33333333333333,1,0,2,1.66666666666667,1.33333333333333,1,0.666666666666667,0.333333333333333,"A",993.356597191648,1009.27861705791,0.577202054510224,1.04267560732796,1.01779145351903
"26/08/17WalsallBradford","Walsall","Bradford","26/08/17",2.34,1.57,3.43,2.19,3.14,3,6,12,7,1,0,1,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1.5,1,1,1,0.666666666666667,0.333333333333333,0.333333333333333,"D",949.562628356372,1092.74647191728,0.396210403976227,0.905088336970603,0.906815256943518
"26/08/17WiganPortsmouth","Wigan","Portsmouth","26/08/17",2.08,1.72,2,3.71,3.35,3,2,1,13,2,1,0,1,2.33333333333333,1,0.333333333333333,1.33333333333333,2.33333333333333,1,0.333333333333333,1.33333333333333,0,2.33333333333333,1,0.333333333333333,1.33333333333333,0.333333333333333,0.333333333333333,"D",1058.37266501196,997.463191306481,0.679957317493918,1.03256629834428,0.98451721656939
"02/09/17BlackpoolAFC Wimbledon","Blackpool","AFC Wimbledon","02/09/17",2.19,1.65,2.36,3.03,3.2,4,1,8,16,2,2,1,0,1.75,0.75,1.5,1,1.75,0.75,1.5,1,0,2,0.666666666666667,1.33333333333333,1,0.75,0,"H",1023.09750990584,958.983045903753,0.68395880520525,1.087960351104,0.770026436911363
"02/09/17BradfordBristol Rvs","Bradford","Bristol Rvs","02/09/17",1.92,1.86,2.33,3,3.32,4,4,9,11,3,3,3,1,1.5,1.75,1.25,2,1.5,1.75,1.25,2,2,1.33333333333333,2.33333333333333,1.33333333333333,2.33333333333333,0.5,0.75,"H",1088.59489118523,1004.96888083931,0.707721252576382,0.994058237691634,1.24746128692736
"02/09/17BuryScunthorpe","Bury","Scunthorpe","02/09/17",1.93,1.85,2.83,2.45,3.3,4,1,17,6,0,4,0,0,1,1.75,1.75,0.5,1,1.75,1.75,0.5,4,1,2,2.33333333333333,0.333333333333333,0.5,0.25,"A",936.052443460577,1106.30438714615,0.359600869721177,0.985073284034577,1.12598936988712
"02/09/17DoncasterPeterboro","Doncaster","Peterboro","02/09/17",1.72,2.08,2.08,3.33,3.52,4,0,12,1,0,4,2,1,1.5,3,1.5,1,1.5,3,1.5,1,0,2,3.33333333333333,2,1,0.5,1,"D",990.647923437751,1041.97710334705,0.526843605811364,1.05415967328883,1.15572947282645
"02/09/17GillinghamShrewsbury","Gillingham","Shrewsbury","02/09/17",1.95,1.84,2.99,2.33,3.32,4,3,21,3,3,1,3,1,0.75,1.5,1.25,0.75,0.75,1.5,1.25,0.75,3.5,1,1.66666666666667,1.66666666666667,1,0.25,0.25,"A",900.482815860346,1020.32513412489,0.42875920945867,1.12676524625071,0.891620365894714
"02/09/17Milton Keynes DonsOxford","Milton Keynes Dons","Oxford","02/09/17",1.99,1.79,2.39,2.91,3.3,4,2,20,7,1,1,4,1,0.5,1.5,1.5,0.5,0.5,1.5,1.5,0.5,0.5,0.666666666666667,1.33333333333333,1.66666666666667,0.666666666666667,0.25,0.25,"D",978.892381189345,1062.49819637654,0.480429682873409,0.983503128215187,1.05147243413522
"02/09/17OldhamCharlton","Oldham","Charlton","02/09/17",2.15,1.67,3.78,2,3.33,4,7,23,4,1,2,2,0,0.5,1.75,2,0.75,0.5,1.75,2,0.75,1.5,0.666666666666667,2,2,1,0.5,0.25,"A",938.732100615046,1032.36669812199,0.466039444658426,0.726283695883764,1.00526472324476
"02/09/17SouthendRochdale","Southend","Rochdale","02/09/17",1.87,1.91,2.11,3.36,3.41,4,0,15,22,3,0,3,0,1.5,0.75,2.5,1.5,1.5,0.75,2.5,1.5,3,1.33333333333333,1,3,1.33333333333333,0.75,0.25,"D",1022.15125501974,988.684533768847,0.644649648061991,1.15423802426683,1.1270660818981
"02/09/17WalsallPlymouth","Walsall","Plymouth","02/09/17",2.06,1.74,2.09,3.54,3.3,4,3,13,18,3,0,3,4,1.5,1,1.5,1.75,1.5,1,1.5,1.75,0,2,1,1.66666666666667,1.66666666666667,0.5,0.5,"H",953.714209088419,986.428632998865,0.553453244778155,0.992165174014368,1.00618735832145
"03/09/17PortsmouthRotherham","Portsmouth","Rotherham","03/09/17",1.85,1.93,2.04,3.5,3.46,4,1,15,20,1,0,1,2,1,1.5,1.25,1.5,1,1.5,1.25,1.5,0,0.666666666666667,2,1.66666666666667,1.33333333333333,0.25,0.5,"A",1004.66148268868,970.268516127569,0.645870056322806,0.974029788386011,1.02984260892598
"09/09/17AFC WimbledonPortsmouth","AFC Wimbledon","Portsmouth","09/09/17",2.3,1.59,2.74,2.64,3.12,5,2,17,16,0,0,1,1,0.6,0.8,1,1.2,0.6,0.8,1,1.2,0,0.666666666666667,0.666666666666667,1,1,0,0.2,"A",946.341396320257,978.82668219683,0.553779155002549,0.74990813792109,0.944748742271982
"09/09/17Bristol RvsWalsall","Bristol Rvs","Walsall","09/09/17",1.83,1.95,1.93,3.8,3.53,5,3,14,10,1,2,3,1,1.6,1.6,2.2,1.4,1.6,1.6,2.2,1.4,3,2.33333333333333,2,2,1.66666666666667,0.8,0.6,"H",993.277731435137,971.576080657958,0.628987783297612,1.26556640481081,1.00218795669355
"09/09/17CharltonSouthend","Charlton","Southend","09/09/17",1.79,2,2.28,2.99,3.42,5,3,3,15,4,0,3,0,2.2,1.2,1.2,2,2.2,1.2,1.2,2,2.5,3.33333333333333,1.33333333333333,1.33333333333333,1.33333333333333,0.4,0.6,"H",1051.00827605117,1016.36527325102,0.646199144494284,1.14776362781824,1.09652612305348
"09/09/17Fleetwood TownOldham","Fleetwood Town","Oldham","09/09/17",2.27,1.61,1.74,5.03,3.48,4.5,4,8,23,1,3,3,4,1.5,1,0.75,2.4,1.5,1,0.75,2.4,1.5,1.33333333333333,1.33333333333333,1,2.66666666666667,0.25,0.6,"D",1122.26658453663,920.090522685859,0.827322883796887,0.861289400714453,0.829236309936463
"09/09/17NorthamptonDoncaster","Northampton","Doncaster","09/09/17",1.93,1.85,3,2.33,3.31,4.5,1,24,13,1,0,4,0,0.5,1.2,2.5,1.2,0.5,1.2,2.5,1.2,0,0.666666666666667,1,3,1.66666666666667,0.5,0.4,"H",873.527208518709,989.574178052116,0.434118331619281,1.10401629975881,1.00145168962439
"09/09/17OxfordGillingham","Oxford","Gillingham","09/09/17",1.77,2.02,1.6,5.33,3.96,5,3,9,22,1,1,1,2,1.4,0.8,0.6,1.4,1.4,0.8,0.6,1.4,1,0.666666666666667,1.33333333333333,1,2,0.2,0.4,"H",1061.71538281857,883.332448512047,0.806871317597813,1.03956975576607,1.13772019783845
"09/09/17PeterboroBradford","Peterboro","Bradford","09/09/17",1.82,1.97,2.53,2.69,3.35,5,4,1,6,0,3,0,1,2.4,1.8,0.8,1.2,2.4,1.8,0.8,1.2,1,2,2,0.666666666666667,1.66666666666667,0.8,0.6,"A",1043.05084873269,1100.2860405894,0.518361762855708,1.09794299918512,1.00848557244344
"09/09/17PlymouthMilton Keynes Dons","Plymouth","Milton Keynes Dons","09/09/17",1.96,1.82,2.79,2.49,3.28,5,1,20,19,1,1,2,1,1,0.6,1.8,1.4,1,0.6,1.8,1.4,0,0.666666666666667,1,2.33333333333333,1.66666666666667,0.6,0.2,"A",968.566761429326,979.675194747315,0.583949364261046,1.01635179211849,0.972369863062279
"09/09/17RochdaleBlackburn","Rochdale","Blackburn","09/09/17",2.09,1.72,2.87,2.46,3.23,4.5,3,21,11,0,4,0,1,0.6,1.75,1.2,1.5,0.6,1.75,1.2,1.5,0,0.666666666666667,2,1,1.33333333333333,0.2,0.75,"A",994.470515537562,1010.0406319998,0.577696328365598,1.0707127778032,1.0668524779262
"09/09/17RotherhamBury","Rotherham","Bury","09/09/17",1.86,1.93,1.81,4.26,3.61,5,5,12,18,1,0,0,1,1.4,0.8,1.2,1.6,1.4,0.8,1.2,1.6,0,0.666666666666667,0.666666666666667,1.33333333333333,1.33333333333333,0.4,0.4,"H",996.103316619416,921.668405685613,0.696658081352212,0.998883731403225,0.953581776861031
"09/09/17ScunthorpeBlackpool","Scunthorpe","Blackpool","09/09/17",1.98,1.81,1.96,3.8,3.43,5,0,4,7,1,1,0,0,1.6,1.6,0.4,1.2,1.6,1.6,0.4,1.2,0,2,2,0,1.33333333333333,0.2,0.6,"D",1120.68842492112,1035.73915948933,0.709294336777158,1.08999295937246,1.05953546777029
"09/09/17ShrewsburyWigan","Shrewsbury","Wigan","09/09/17",2.16,1.67,3.56,2.08,3.3,4.5,1,2,5,2,1,1,1,1.6,2,0.8,0.5,1.6,2,0.8,0.5,0,2,2.33333333333333,1.33333333333333,0.666666666666667,0.4,0.25,"H",1037.47550147319,1051.17437362977,0.580321954363031,0.900289126291368,1.02156703422151
"12/09/17AFC WimbledonGillingham","AFC Wimbledon","Gillingham","12/09/17",1.99,1.79,1.91,3.98,3.45,6,2,18,23,0,0,2,3,0.5,0.666666666666667,1.16666666666667,1.66666666666667,0.4,0.8,1.2,2,3,0.666666666666667,1.33333333333333,1,2.66666666666667,0,0.5,"D",924.190229316551,875.6072988588,0.664322767114702,0.754752030576582,1.13855037261543
"12/09/17Bristol RvsOldham","Bristol Rvs","Oldham","12/09/17",1.88,1.9,1.72,4.76,3.66,6,5,12,24,2,2,1,2,1.66666666666667,1.16666666666667,2,2.33333333333333,2,1.4,2.2,2.4,1.5,2,2,1.66666666666667,2.66666666666667,0.833333333333333,0.666666666666667,"A",1008.11821737479,933.183436782828,0.697265859301446,1.26215709377086,0.880658488987394
"12/09/17CharltonWigan","Charlton","Wigan","12/09/17",1.99,1.79,2.64,2.63,3.25,5.5,3,2,8,2,0,1,1,2.16666666666667,1.6,1.16666666666667,0.6,2.4,1.6,1.4,0.6,0,2.66666666666667,1,1.33333333333333,0.666666666666667,0.5,0.2,"A",1065.16031012399,1034.38725336572,0.641089499992538,1.14509370506117,0.992703768104535
"12/09/17Fleetwood TownBury","Fleetwood Town","Bury","12/09/17",2.02,1.76,1.93,3.93,3.42,5.5,5,9,19,2,2,2,3,1.6,1,1,1.83333333333333,1.6,1,1,2.2,0,1.66666666666667,0.666666666666667,1.66666666666667,1.33333333333333,0.4,0.5,"H",1109.17367043966,909.534729471735,0.825226472670876,0.914699239680141,1.00601443962246
"12/09/17NorthamptonPortsmouth","Northampton","Portsmouth","12/09/17",2.09,1.71,3,2.36,3.23,5.5,4,22,13,1,2,0,0,0.6,1,2,1,0.6,0.8,2,1.2,0,1,1,2.66666666666667,0.666666666666667,0.4,0.166666666666667,"H",896.162473530589,1000.97784920054,0.450063786148326,1.06878649306534,0.950851171706423
"12/09/17OxfordBradford","Oxford","Bradford","12/09/17",1.98,1.8,2.36,2.95,3.29,6,4,6,4,3,3,0,1,1.66666666666667,2,0.5,1.16666666666667,1.6,2,0.6,1.2,1,1.66666666666667,3,0.666666666666667,1.66666666666667,0.333333333333333,0.666666666666667,"D",1069.44053247182,1121.02051157176,0.526483702027775,1.04032831186078,1.03092482139909
"12/09/17PeterboroMilton Keynes Dons","Peterboro","Milton Keynes Dons","12/09/17",1.71,2.1,2.19,3.12,3.46,6,2,3,15,1,1,3,0,2.16666666666667,0.666666666666667,1.16666666666667,1.16666666666667,2.2,0.8,1.2,1.2,3,1.66666666666667,1,1.33333333333333,1.66666666666667,0.833333333333333,0.166666666666667,"H",1022.31637775033,1003.03316745389,0.625733256988072,1.1223727153566,0.943429595652548
"12/09/17PlymouthBlackpool","Plymouth","Blackpool","12/09/17",1.97,1.81,2.46,2.84,3.25,6,4,20,7,0,0,1,0,0.833333333333333,1.33333333333333,1.66666666666667,1,0.8,1.4,1.6,0.8,0,0.333333333333333,1,2.33333333333333,0.333333333333333,0.5,0.5,"A",945.208788722755,1044.11093606701,0.458502212951045,0.986102507598669,1.00655869438178
"12/09/17RochdaleDoncaster","Rochdale","Doncaster","12/09/17",2,1.79,2.6,2.65,3.27,6,3,21,16,0,0,3,1,0.5,1,1.5,1.16666666666667,0.6,1.2,1.4,1.4,0,0,0,1,1,0.333333333333333,0.333333333333333,"H",971.362663327698,966.938913040237,0.605495797891754,1.07341734197901,0.969494779707363
"12/09/17RotherhamWalsall","Rotherham","Walsall","12/09/17",1.87,1.92,1.97,3.71,3.44,6,6,11,14,3,1,2,2,1.66666666666667,1.5,1.33333333333333,1.5,2,1.8,1.2,1.6,0,1.33333333333333,2,1.33333333333333,2,0.5,0.666666666666667,"H",1008.23699283329,956.735594718304,0.668058784970939,1.05380732065107,0.99948816120919
"12/09/17ScunthorpeBlackburn","Scunthorpe","Blackburn","12/09/17",2.04,1.75,2.78,2.51,3.24,5.5,1,5,10,0,3,0,0,1.33333333333333,2,0.333333333333333,1.2,1.4,2,0.2,1.2,0,1.66666666666667,2.66666666666667,0,0.333333333333333,0.166666666666667,0.8,"A",1112.31664834344,1033.14848420967,0.70238492196532,1.03549331140383,1.06954729118751
"12/09/17ShrewsburySouthend","Shrewsbury","Southend","12/09/17",1.98,1.81,2.19,3.23,3.33,6,1,1,17,1,1,0,2,1.5,1.16666666666667,0.666666666666667,2,1.6,1,0.8,2.2,1.5,1.33333333333333,1.33333333333333,0.666666666666667,1.66666666666667,0.333333333333333,0.666666666666667,"H",1054.26262173724,1002.2132391782,0.668757953022556,0.874852435634872,1.09397538875706
"16/09/17BlackburnAFC Wimbledon","Blackburn","AFC Wimbledon","16/09/17",2,1.78,1.62,5.5,3.72,6.5,1,10,20,1,1,0,1,1.83333333333333,0.571428571428571,1,1.14285714285714,2,0.6,0.8,1.2,0,2.66666666666667,0.333333333333333,0.333333333333333,1.33333333333333,0.666666666666667,0,"A",1061.24388417525,917.617317068043,0.773771937910086,1.03538439228401,0.752146822802201
"16/09/17BlackpoolOxford","Blackpool","Oxford","16/09/17",2,1.77,2.62,2.64,3.23,7,4,5,8,3,2,1,2,1.57142857142857,1.71428571428571,1,0.714285714285714,1.8,1.4,1,1,0,1.33333333333333,2,0.333333333333333,1,0.571428571428571,0.428571428571429,"H",1062.45102187847,1068.38118319098,0.59117271018912,1.03735822803798,1.06591212311205
"16/09/17BradfordRotherham","Bradford","Rotherham","16/09/17",1.98,1.8,2.2,3.23,3.28,7,1,4,9,2,5,2,1,2,2.14285714285714,1.28571428571429,1.28571428571429,2.2,2,1.6,1.4,0,2.66666666666667,3,1.33333333333333,1,0.714285714285714,0.571428571428571,"H",1122.0798608526,1021.51464153071,0.72747569621703,1.05627738149404,1.12117840672699
"16/09/17BuryPlymouth","Bury","Plymouth","16/09/17",1.92,1.85,2.22,3.11,3.36,7,0,21,23,2,1,3,3,1.14285714285714,0.857142857142857,2,1.85714285714286,1.2,0.6,2,2.2,0,1.33333333333333,0.666666666666667,2.33333333333333,2,0.571428571428571,0.571428571428571,"D",902.543786418135,926.868702911295,0.565355679312471,1.06503927041535,1.01627610556247
