GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
15/08/2020GenkOud-Heverlee Leuven,Genk,Oud-Heverlee Leuven,15/08/2020,1.59,2.33,10.84,1.26,1.0,5,11,2,1,1,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1094.8117890946332,992.507424510933,0.7294558715858155,1.1387363575484561,0.9861075605068927
15/08/2020CharleroiOostende,Charleroi,Oostende,15/08/2020,1.79,2.02,7.73,1.39,1.0,4,16,1,1,0,2,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.75,1.0,1.0,0.0,1.0,1174.9674637583732,818.9024199449309,0.9207533859900773,0.9116894155990694,1.122517022973191
15/08/2020GentKortrijk,Gent,Kortrijk,15/08/2020,1.54,2.42,7.32,1.38,1.0,15,18,1,1,2,3,1.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.625,1.0,1.0,1.0,1.0,1106.1148305053387,945.3131612132398,0.7906091640379757,1.2071574614994458,1.0605965580959618
16/08/2020Cercle BruggeAntwerp,Cercle Brugge,Antwerp,16/08/2020,1.77,2.03,1.85,3.87,1.0,14,11,0,1,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.75,0.0,1.0,0.0,0.0,904.6658531866811,1104.504877980002,0.32138514560009873,1.0032184078853243,0.9222612645380653
16/08/2020Beerschot VAWaregem,Beerschot VA,Waregem,16/08/2020,1.85,1.94,2.92,2.33,1.0,5,16,2,1,1,2,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1014.5827963160727,925.7009285419673,0.7139400417733205,1.0036461993244115,1.2842885377450053
16/08/2020EupenClub Brugge,Eupen,Club Brugge,16/08/2020,1.74,2.06,1.39,8.03,1.0,12,15,1,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,4.142857142857143,1.0,0.0,0.0,0.0,940.6735611484572,1234.8036700885855,0.21581953281834365,1.092411170030331,0.9309871129449503
16/08/2020AnderlechtSt Truiden,Anderlecht,St Truiden,16/08/2020,1.64,2.22,6.7,1.43,1.0,10,6,2,2,2,1,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1088.4575452568556,977.9048714863331,0.7387235530161935,1.0474844911261412,1.0601009393142993
17/08/2020Waasland-BeverenStandard,Waasland-Beveren,Standard,17/08/2020,1.79,2.0,1.55,5.58,1.0,7,8,3,1,1,0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,3.25,3.0,1.0,1.0,0.0,866.221406275704,1093.4952660300935,0.2879541350041696,1.0867471064124548,0.9645712957754147
21/08/2020KortrijkEupen,Kortrijk,Eupen,21/08/2020,1.82,1.99,2.97,2.34,2.0,10,15,2,0,1,4,1.5,0.5,2.0,2.5,1.5,0.5,2.0,2.5,2.125,1.5,0.5,1.0,0.5,976.9375277747588,932.0407798357235,0.6595745501191967,1.0572702708754687,1.1237209094756242
22/08/2020WaregemWaasland-Beveren,Waregem,Waasland-Beveren,22/08/2020,1.62,2.27,4.44,1.72,2.0,18,9,1,1,3,2,1.0,2.0,2.5,1.5,1.0,2.0,2.5,1.5,3.625,1.0,2.0,1.0,1.0,914.2585302129002,854.7032408755372,0.6782585303887868,1.2997834746294212,1.094613551124847
22/08/2020MechelenCercle Brugge,Mechelen,Cercle Brugge,22/08/2020,1.65,2.22,4.2,1.79,2.0,6,10,1,2,0,1,1.5,1.0,1.0,1.0,1.5,1.0,1.0,1.0,4.5,1.5,1.0,0.5,0.5,1026.3093839892072,931.8104473626772,0.7204977597212351,1.1030678235898195,1.0181149742435265
22/08/2020Oud-Heverlee LeuvenCharleroi,Oud-Heverlee Leuven,Charleroi,22/08/2020,1.74,2.07,1.78,4.29,2.0,12,2,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1001.6856593743656,1178.1373283187702,0.35142414898733165,0.9719288382125678,0.8839220465562693
22/08/2020AntwerpGent,Antwerp,Gent,22/08/2020,1.79,2.01,2.59,2.64,2.0,14,16,1,1,2,2,1.0,1.0,1.5,2.0,1.0,1.0,1.5,2.0,2.3333333333333335,1.0,1.0,0.5,1.0,1077.360283804006,1074.4904639438196,0.603356993490154,0.9359557163332134,1.2033715238526963
23/08/2020StandardGenk,Standard,Genk,23/08/2020,1.83,1.96,3.19,2.23,2.0,3,6,2,1,1,1,1.5,1.5,0.5,1.0,1.5,1.5,0.5,1.0,2.5,1.5,1.5,0.5,0.5,1105.0134314302602,1085.6335542312006,0.6258635796174096,0.97155336798394,1.1223630660062727
23/08/2020Club BruggeBeerschot VA,Club Brugge,Beerschot VA,23/08/2020,1.58,2.33,9.1,1.31,2.0,10,2,4,3,0,1,2.0,2.5,0.5,1.0,2.0,2.5,0.5,1.0,0.0,2.0,2.5,0.5,1.0,1243.4364514013191,1026.02519464514,0.839494563778392,0.9576702563738324,1.0157551873405481
23/08/2020AnderlechtMouscron,Anderlecht,Mouscron,23/08/2020,1.69,2.15,7.89,1.38,2.0,5,16,3,0,1,1,2.5,0.5,1.5,1.0,2.5,0.5,1.5,1.0,3.5,2.5,0.5,1.0,0.0,1098.9086031362078,952.0954913511265,0.7769667334907334,1.070574778516919,0.9427351287602909
24/08/2020St TruidenOostende,St Truiden,Oostende,24/08/2020,1.74,2.07,3.35,2.08,2.0,12,17,1,0,3,1,1.5,0.5,2.0,1.5,1.5,0.5,2.0,1.5,1.875,1.5,0.5,1.0,0.5,967.4538136069809,815.732555384534,0.7818244409702014,1.0834693381396456,1.0883284671992484
28/08/2020OostendeAnderlecht,Oostende,Anderlecht,28/08/2020,1.68,2.16,1.98,3.51,3.0,17,5,0,1,0,1,0.3333333333333333,2.0,1.0,1.3333333333333333,0.3333333333333333,2.0,1.0,1.3333333333333333,3.375,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,827.005533023342,1087.8299337965784,0.2500260141212716,1.033912043839286,1.0594757728000184
29/08/2020EupenSt Truiden,Eupen,St Truiden,29/08/2020,1.81,1.99,3.58,2.01,3.0,17,10,0,0,0,0,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.0,1.6666666666666667,1.3333333333333333,4.5,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,938.4237618404914,956.1808359681729,0.574622050817378,1.067534864001843,1.0292958712326632
29/08/2020Cercle BruggeKortrijk,Cercle Brugge,Kortrijk,29/08/2020,1.79,2.01,2.99,2.3,3.0,5,9,3,0,2,0,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,1.3333333333333333,2.5,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,960.6303577515266,970.5545457699909,0.5856045867708772,1.0578654824372586,1.0044067573316953
29/08/2020Waasland-BeverenOud-Heverlee Leuven,Waasland-Beveren,Oud-Heverlee Leuven,29/08/2020,1.81,1.99,2.59,2.58,3.0,13,16,1,1,4,3,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,1.6666666666666667,1.0,2.3333333333333335,1.6666666666666667,0.0,1.6666666666666667,1.0,1.0,0.3333333333333333,841.8335820910886,987.6286934148724,0.3926201593498637,1.1168187647781083,1.0138381148906739
29/08/2020MouscronWaregem,Mouscron,Waregem,29/08/2020,1.76,2.06,2.46,2.75,3.0,14,12,1,4,1,1,0.6666666666666666,2.0,1.0,2.0,0.6666666666666666,2.0,1.0,2.0,3.0,0.6666666666666666,2.0,0.0,1.0,963.1741606907558,927.1281889973487,0.6480433742510404,0.9329614793211283,1.3261507434499704
30/08/2020GenkClub Brugge,Genk,Club Brugge,30/08/2020,1.92,1.87,2.25,3.09,3.0,8,13,0,0,0,1,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.75,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333,1090.668097415897,1209.8566688501835,0.4296811475655902,1.066244912705959,0.9294765273231804
30/08/2020Beerschot VAStandard,Beerschot VA,Standard,30/08/2020,1.79,2.0,2.31,2.94,3.0,1,3,1,0,0,0,2.0,1.0,0.6666666666666666,0.3333333333333333,2.0,1.0,0.6666666666666666,0.3333333333333333,0.0,2.0,1.0,0.6666666666666666,0.3333333333333333,1059.6049771962755,1099.978888245564,0.5425323335732015,0.9858514429743926,0.9229756995847429
30/08/2020CharleroiAntwerp,Charleroi,Antwerp,30/08/2020,1.89,1.9,3.2,2.19,3.0,2,11,3,1,1,0,1.6666666666666667,1.0,0.3333333333333333,1.0,1.6666666666666667,1.0,0.3333333333333333,1.0,2.5,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1192.1942942782634,1093.2260040643998,0.7256493080252835,0.9220364970742018,0.9057779016589379
30/08/2020GentMechelen,Gent,Mechelen,30/08/2020,1.63,2.25,4.3,1.74,3.0,18,12,0,2,1,3,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6666666666666666,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.8333333333333335,0.6666666666666666,1.6666666666666667,0.6666666666666666,0.6666666666666666,1058.6247436834258,997.4894736003578,0.6802400723173935,1.1645714800072475,1.146135166344923
11/09/2020EupenGent,Eupen,Gent,11/09/2020,1.83,1.96,2.19,3.14,4.0,15,14,1,1,1,0,0.5,0.75,1.5,1.25,0.5,0.75,1.5,1.25,3.75,0.3333333333333333,0.6666666666666666,0.25,0.5,935.4388798077962,1071.41514079073,0.4061775746268126,1.053019638775292,1.1237928548325378
12/09/2020MechelenOostende,Mechelen,Oostende,12/09/2020,1.64,2.22,3.87,1.86,4.0,13,18,0,2,1,2,1.25,0.75,1.5,1.25,1.25,0.75,1.5,1.25,2.3333333333333335,1.0,0.6666666666666666,0.5,0.5,984.6990764930536,837.0044924584911,0.7778447962600381,1.106002106974757,1.0577254830561433
12/09/2020Oud-Heverlee LeuvenStandard,Oud-Heverlee Leuven,Standard,12/09/2020,2.0,1.8,1.69,5.04,4.0,11,2,3,3,1,0,1.5,1.5,1.5,0.25,1.5,1.5,1.5,0.25,0.0,1.6666666666666667,1.6666666666666667,0.5,0.5,1003.3334997888669,1121.680181588492,0.4308691629473861,1.034778243387519,0.937688011302768
12/09/2020Club BruggeWaasland-Beveren,Club Brugge,Waasland-Beveren,12/09/2020,1.44,2.72,18.06,1.13,4.0,5,16,2,1,1,3,1.5,1.5,0.75,2.5,1.5,1.5,0.75,2.5,2.625,2.0,1.0,0.5,1.0,1227.043914752807,826.1287757170941,0.9376612457782363,0.9392749506859599,1.1398858877227445
13/09/2020AnderlechtCercle Brugge,Anderlecht,Cercle Brugge,13/09/2020,1.63,2.24,6.02,1.48,4.0,7,9,2,0,2,1,2.0,1.25,1.5,1.25,2.0,1.25,1.5,1.25,3.75,2.0,1.6666666666666667,0.75,0.5,1077.8309743614293,937.2061742806916,0.7707328348452124,1.0838780051442891,1.0248844598549331
13/09/2020St TruidenAntwerp,St Truiden,Antwerp,13/09/2020,1.77,2.02,1.86,3.87,4.0,13,14,1,0,1,2,1.0,0.75,1.25,1.25,1.0,0.75,1.25,1.25,2.5,0.6666666666666666,0.6666666666666666,0.5,0.25,959.1657180008681,1082.2519763854111,0.4241917608451587,1.0153005799316428,0.9038712372435704
13/09/2020WaregemCharleroi,Waregem,Charleroi,13/09/2020,1.72,2.1,2.05,3.48,4.0,8,1,1,2,0,0,1.75,1.75,1.5,0.25,1.75,1.75,1.5,0.25,3.875,2.0,2.0,0.75,0.25,953.0499239673903,1203.1683219572521,0.26175924174103155,1.281280318573419,0.9200956082807993
13/09/2020KortrijkMouscron,Kortrijk,Mouscron,13/09/2020,1.73,2.07,3.92,1.85,4.0,6,18,1,0,0,1,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.875,1.0,0.3333333333333333,0.5,0.0,993.9787292408259,937.2524257207142,0.6746944974576383,0.9730924149173121,0.9013946471360553
14/09/2020Beerschot VAGenk,Beerschot VA,Genk,14/09/2020,1.61,2.29,2.18,3.09,4.0,6,12,0,1,3,2,1.5,1.0,1.25,1.0,1.5,1.0,1.25,1.0,0.0,1.3333333333333333,0.6666666666666666,0.75,0.5,1037.9036838533475,1073.4808515132734,0.5493769782957605,1.0015659994282946,1.0774851309965607
18/09/2020CharleroiBeerschot VA,Charleroi,Beerschot VA,18/09/2020,1.78,2.03,4.83,1.71,5.0,1,2,2,5,0,2,1.8,2.2,0.2,1.4,1.8,2.2,0.2,1.4,0.0,2.3333333333333335,2.0,0.2,0.8,1213.6386916268934,1055.928604721517,0.7876477682898062,0.9053096013234031,1.0814198868927423
19/09/2020OostendeOud-Heverlee Leuven,Oostende,Oud-Heverlee Leuven,19/09/2020,1.72,2.1,3.32,2.06,5.0,12,7,1,1,0,0,0.8,1.4,1.0,1.2,0.8,1.4,1.0,1.2,0.0,1.0,1.6666666666666667,0.4,0.4,868.1182843088926,1026.0987332709715,0.376024647417859,1.0229223570943518,1.0043683871076527
19/09/2020MouscronGent,Mouscron,Gent,19/09/2020,1.75,2.07,1.79,4.23,5.0,18,16,0,1,3,2,0.4,0.8,1.4,1.4,0.4,0.8,1.4,1.4,3.625,0.3333333333333333,0.6666666666666666,0.2,0.6,924.2402056190198,1047.6622437758026,0.42371971240860445,0.9179840121889251,1.1245822063951223
19/09/2020Waasland-BeverenAnderlecht,Waasland-Beveren,Anderlecht,19/09/2020,1.56,2.42,1.5,5.79,5.0,17,6,1,2,4,0,1.4,2.0,2.8,1.2,1.4,2.0,2.8,1.2,2.75,1.0,1.6666666666666667,1.0,0.6,823.6352255482235,1087.0016609676209,0.24729216129892106,1.1893566916839753,1.068712894537824
20/09/2020WaregemClub Brugge,Waregem,Club Brugge,20/09/2020,1.6,2.32,1.51,5.81,5.0,10,6,0,4,2,1,1.4,2.0,1.6,0.8,1.4,2.0,1.6,0.8,3.75,1.6666666666666667,2.0,0.6,0.6,942.579554297749,1229.5374649216776,0.22288885807094155,1.2606900456340664,0.9800392828454805
20/09/2020StandardKortrijk,Standard,Kortrijk,20/09/2020,1.71,2.11,5.62,1.56,5.0,4,5,0,3,1,0,1.2,1.4,0.4,0.8,1.2,1.4,0.4,0.8,3.5,1.0,1.3333333333333333,0.4,0.6,1098.9149481063873,1006.9909493425204,0.7175030540439937,0.9101314233658954,0.9910013134808124
20/09/2020GenkMechelen,Genk,Mechelen,20/09/2020,1.67,2.17,4.59,1.68,5.0,15,16,2,0,5,1,1.2,1.0,1.8,1.4,1.2,1.0,1.8,1.4,2.8,1.0,0.6666666666666666,0.6,0.4,1055.4559306451038,953.585284642652,0.7289628686483833,1.1633919773195476,1.0696104994549764
20/09/2020AntwerpEupen,Antwerp,Eupen,20/09/2020,1.79,2.01,5.01,1.68,5.0,9,13,3,2,2,1,1.2,0.8,1.4,1.4,1.2,0.8,1.4,1.4,2.5,1.3333333333333333,1.0,0.4,0.4,1099.2196468192176,959.1917768227237,0.7701250796659884,0.957170675362474,1.0537592792648403
21/09/2020Cercle BruggeSt Truiden,Cercle Brugge,St Truiden,21/09/2020,1.69,2.14,3.25,2.14,5.0,12,15,0,2,2,3,1.0,1.2,1.4,1.6,1.0,1.2,1.4,1.6,1.75,1.0,1.0,0.4,0.6,928.0354876745001,942.1980475670617,0.5796717747666745,1.010544759151736,1.0751707784758309
25/09/2020KortrijkAntwerp,Kortrijk,Antwerp,25/09/2020,1.84,1.96,2.25,3.01,6.0,6,9,1,2,2,2,1.3333333333333333,1.3333333333333333,1.0,1.5,1.4,1.4,0.6,1.6,2.3333333333333335,1.6666666666666667,1.6666666666666667,0.6666666666666666,0.5,995.6910715042801,1088.414643632578,0.46734470027974107,1.0073757928335823,0.9852308087645338
26/09/2020Beerschot VAWaasland-Beveren,Beerschot VA,Waasland-Beveren,26/09/2020,1.55,2.43,6.64,1.43,6.0,5,17,1,2,3,4,2.0,1.5,1.6666666666666667,3.0,2.0,1.2,1.8,3.4,0.0,2.0,1.3333333333333333,0.8333333333333334,1.0,1047.4345154531093,813.7435390962667,0.85172383062341,1.1157164519808718,1.2421734572139123
26/09/2020MechelenSt Truiden,Mechelen,St Truiden,26/09/2020,1.65,2.21,4.2,1.73,6.0,16,15,1,0,3,3,1.0,1.0,1.6666666666666667,1.8333333333333333,0.8,0.8,1.6,2.0,2.5,0.3333333333333333,1.0,0.5,0.6666666666666666,942.7437993885874,925.3849185577287,0.6231354664476815,1.0848944163553096,1.0807861559042102
26/09/2020GentOud-Heverlee Leuven,Gent,Oud-Heverlee Leuven,26/09/2020,1.54,2.44,6.22,1.43,6.0,13,11,1,1,0,3,0.8333333333333334,1.3333333333333333,1.1666666666666667,1.5,0.8,1.4,1.0,1.6,0.0,1.0,1.6666666666666667,0.5,0.5,1064.6110322721468,1001.1397191676858,0.6831579353838197,1.0901399678884278,1.032357271996986
27/09/2020StandardWaregem,Standard,Waregem,27/09/2020,1.63,2.24,6.07,1.47,6.0,3,15,2,0,1,6,1.3333333333333333,1.1666666666666667,0.5,2.3333333333333335,1.4,1.2,0.6,2.4,3.7142857142857144,1.6666666666666667,0.3333333333333333,0.5,0.6666666666666666,1110.2148259446276,933.6639999749113,0.8052224821316386,0.925169676088151,1.3200996148303836
27/09/2020AnderlechtEupen,Anderlecht,Eupen,27/09/2020,1.75,2.06,5.18,1.61,6.0,5,13,4,2,2,2,2.3333333333333335,1.0,1.3333333333333333,1.5,2.4,1.0,1.2,1.6,3.375,2.6666666666666665,1.6666666666666667,0.6666666666666666,0.5,1096.8933474195776,969.9967800093632,0.7564709237931471,1.116172129235284,1.0846509757103384
27/09/2020Club BruggeCercle Brugge,Club Brugge,Cercle Brugge,27/09/2020,1.43,2.75,11.7,1.21,6.0,4,9,6,3,0,0,2.6666666666666665,1.3333333333333333,0.6666666666666666,1.1666666666666667,3.2,1.6,0.6,1.2,3.25,4.0,1.0,0.6666666666666666,0.5,1238.4530192445152,944.8486166838331,0.8902283000517244,1.026223284845777,1.015822609279836
27/09/2020MouscronCharleroi,Mouscron,Charleroi,27/09/2020,1.89,1.9,1.73,4.77,6.0,18,1,0,3,1,1,0.3333333333333333,2.0,1.3333333333333333,0.3333333333333333,0.2,2.2,1.4,0.4,2.75,0.0,2.3333333333333335,0.16666666666666666,0.3333333333333333,907.2914171226756,1222.1327808953013,0.19632552437341713,0.8898691939805756,0.9340209372651807
28/09/2020GenkOostende,Genk,Oostende,28/09/2020,1.65,2.2,5.69,1.53,6.0,11,10,3,3,1,1,1.5,1.1666666666666667,1.6666666666666667,1.0,1.4,1.2,1.8,0.8,3.5,2.0,2.0,0.6666666666666666,0.5,1066.2974158991685,893.0772984121783,0.8021977798009774,1.1800159598935096,1.0514282882556145
02/10/2020AntwerpMechelen,Antwerp,Mechelen,02/10/2020,1.79,2.01,3.86,1.89,7.0,6,13,3,2,1,0,1.5714285714285714,1.1428571428571428,1.4285714285714286,1.4285714285714286,1.8,1.0,1.4,1.6,2.0,2.6666666666666665,1.0,0.5714285714285714,0.42857142857142855,1107.1084316437675,957.8183807306801,0.7794278041066804,1.0153835252194305,1.0676597921061248
