GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
01/09/2018AugsburgM'gladbach,Augsburg,M'gladbach,01/09/2018,1.88,1.92,2.73,2.63,1.0,5,4,2,2,1,0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.25,2.0,2.0,1.0,0.0,977.1717919982196,1013.9493641500876,0.5476657276757465,1.0053886632759546,1.077954758348165
01/09/2018Ein FrankfurtWerder Bremen,Ein Frankfurt,Werder Bremen,01/09/2018,1.86,1.94,2.94,2.42,1.0,3,10,2,1,0,1,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,3.25,2.0,1.0,0.0,0.0,1005.200159336284,1020.2556269526109,0.5784188935041826,1.030446998711239,0.9933515608383582
01/09/2018HoffenheimFreiburg,Hoffenheim,Freiburg,01/09/2018,1.66,2.22,5.71,1.59,1.0,16,15,1,0,3,2,1.0,0.0,3.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1088.5818666499256,917.0217568246524,0.8006771236110541,1.2768556869799381,0.9875301381744952
01/09/2018LeverkusenWolfsburg,Leverkusen,Wolfsburg,01/09/2018,1.58,2.35,5.12,1.64,1.0,17,8,0,2,2,1,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,4.0,0.0,2.0,0.0,1.0,1033.3954951181192,934.44316517375,0.7256310170119478,1.0969258487621174,0.9772541156918941
01/09/2018NurnbergMainz,Nurnberg,Mainz,01/09/2018,2.19,1.67,3.23,2.35,1.0,12,7,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,982.106820035836,966.8455987540646,0.6202955904585286,0.9693414970883084,0.9564486312208997
01/09/2018StuttgartBayern Munich,Stuttgart,Bayern Munich,01/09/2018,1.5,2.55,1.29,10.38,1.0,14,2,0,3,1,1,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1072.4531020652137,1276.3790453329964,0.3162758650593724,0.8089037264395011,1.448932369253652
02/09/2018RB LeipzigFortuna Dusseldorf,RB Leipzig,Fortuna Dusseldorf,02/09/2018,1.6,2.31,7.96,1.4,1.0,15,13,1,1,4,2,1.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,1029.6397942669357,973.3828402048766,0.674101223395067,1.347741670421704,1.0102926629165236
02/09/2018Schalke 04Hertha,Schalke 04,Hertha,02/09/2018,2.26,1.63,5.01,1.77,1.0,14,9,1,1,2,0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.75,1.0,1.0,1.0,0.0,1093.2721280647017,984.6286783065458,0.7365967300117915,0.9862530599171959,1.0023438130590783
14/09/2018DortmundEin Frankfurt,Dortmund,Ein Frankfurt,14/09/2018,1.62,2.28,7.62,1.42,2.0,4,9,0,1,0,2,2.0,1.5,0.5,1.0,2.0,1.5,0.5,1.0,4.0,2.0,1.5,0.5,0.5,1078.196521596735,982.0634035961166,0.7223882340537575,1.1588697709708398,1.039326224980341
15/09/2018Bayern MunichLeverkusen,Bayern Munich,Leverkusen,15/09/2018,1.36,3.08,12.24,1.23,2.0,2,17,3,1,0,3,3.0,0.5,0.5,2.5,3.0,0.5,0.5,2.5,2.75,3.0,0.5,1.0,0.5,1289.0300799353713,1004.3702544376413,0.8850946729586682,1.45066021437528,1.123941580454102
15/09/2018Fortuna DusseldorfHoffenheim,Fortuna Dusseldorf,Hoffenheim,15/09/2018,1.64,2.24,1.92,3.86,2.0,12,9,1,3,1,1,1.0,2.0,1.5,2.0,1.0,2.0,1.5,2.0,0.0,1.0,2.0,0.5,1.0,980.3468891406793,1096.5547817054835,0.4338908224561703,0.9894573079868886,1.2940230884546209
15/09/2018MainzAugsburg,Mainz,Augsburg,15/09/2018,2.23,1.65,2.83,2.67,2.0,7,6,1,1,1,1,1.0,1.5,0.5,1.0,1.0,1.5,0.5,1.0,3.0,1.0,1.5,0.0,0.5,971.6574223724057,975.2651628911898,0.5943998857969147,0.9498913266766504,0.9922265388282435
15/09/2018M'gladbachSchalke 04,M'gladbach,Schalke 04,15/09/2018,1.9,1.9,2.96,2.44,2.0,5,15,1,0,1,2,1.5,0.5,0.5,2.0,1.5,0.5,0.5,2.0,3.5,1.5,0.5,0.0,0.5,1015.8559932571175,1063.80825886423,0.5316867178432403,1.0638426291819676,0.9768468736235377
15/09/2018RB LeipzigHannover,RB Leipzig,Hannover,15/09/2018,1.53,2.45,5.82,1.55,2.0,14,11,1,0,1,0,1.0,0.5,2.5,0.5,1.0,0.5,2.5,0.5,4.0,1.0,0.5,0.5,0.0,1022.675745331133,950.9157899902153,0.6933942243761021,1.3199470747689634,1.0427919798628789
15/09/2018WolfsburgHertha,Wolfsburg,Hertha,15/09/2018,2.32,1.6,3.87,2.1,2.0,4,3,3,2,1,0,2.5,1.5,1.0,0.0,2.5,1.5,1.0,0.0,3.0,2.5,1.5,1.0,0.0,963.468405854228,1014.0925475070175,0.5278552301596667,1.0013225019134548,0.9927841645072949
16/09/2018FreiburgStuttgart,Freiburg,Stuttgart,16/09/2018,2.26,1.63,2.79,2.72,2.0,15,17,1,0,3,3,0.5,0.0,2.5,2.0,0.5,0.0,2.5,2.0,3.0,0.5,0.0,0.5,0.5,909.0488417690946,1059.8020674628387,0.3858352062830501,1.0008075402515375,0.8098683403768067
16/09/2018Werder BremenNurnberg,Werder Bremen,Nurnberg,16/09/2018,1.71,2.14,5.12,1.66,2.0,7,14,2,1,1,1,1.5,0.5,1.0,1.0,1.5,0.5,1.0,1.0,0.0,1.5,0.5,0.5,0.0,1043.3923826927783,977.2949964174949,0.6864209379914259,1.0019111405979002,0.9626958005016837
21/09/2018StuttgartFortuna Dusseldorf,Stuttgart,Fortuna Dusseldorf,21/09/2018,1.74,2.08,4.71,1.76,3.0,16,9,3,2,3,1,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1055.2354757141607,1002.9912562424325,0.6690063350954816,0.8892780967191901,0.9863514668974849
22/09/2018AugsburgWerder Bremen,Augsburg,Werder Bremen,22/09/2018,1.85,1.95,2.88,2.47,3.0,9,7,1,1,2,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,3.75,1.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,959.0411583230664,1035.9355451731212,0.4900794818587659,1.0057803322695174,0.9933655726498678
