GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,HtACGP3G,AtACGP3G,OvUn25
05/08/2018LeedsStoke,Leeds,Stoke,05/08/2018,2.05,1.75,2.65,2.7,0.0,17,18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,940.7444996974681,1000.0,0.5154576506159686,1.0601009429775325,1.0,0.0,0.0,1
06/08/2018HullAston Villa,Hull,Aston Villa,06/08/2018,2.06,1.73,2.76,2.61,0.0,17,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,968.3898840011836,1091.69766611522,0.4238803211143057,1.2230968194587495,0.9658364206984825,0.0,0.0,1
07/08/2018MiddlesbroughSheffield United,Middlesbrough,Sheffield United,07/08/2018,2.25,1.62,3.46,2.2,1.0,13,19,2,1,2,2,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1084.9504952707377,976.5336404030581,0.7363435725417465,1.0815905471563114,1.0174648835022204,2.0,2.0,1
07/08/2018Nott'm ForestWest Brom,Nott'm Forest,West Brom,07/08/2018,2.13,1.69,2.95,2.48,1.0,16,21,1,1,1,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,927.8410610807367,971.2287744228605,0.5382234360664949,0.936239902181285,1.0111201509342111,1.0,2.0,0
11/08/2018Aston VillaWigan,Aston Villa,Wigan,11/08/2018,2.03,1.78,3.91,1.99,1.0,3,9,3,3,1,2,3.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.5,3.0,3.0,1.0,1.0,1108.6528789597924,916.1660903170693,0.8192086806835609,0.9829523406757555,0.9122122419700783,1.0,2.0,1
11/08/2018BlackburnMillwall,Blackburn,Millwall,11/08/2018,2.19,1.67,3.03,2.47,1.0,12,15,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1011.2293443979,1103.619261352136,0.46782285037016236,0.966274537934137,0.93266909091954,2.0,2.0,0
11/08/2018BoltonBristol City,Bolton,Bristol City,11/08/2018,2.1,1.71,2.51,2.9,1.0,5,13,2,1,1,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,2.0,1.0,1.0,0.0,935.3208236672857,954.9747098604192,0.5719509704963813,0.9925893200321763,1.1195345827760015,1.0,1.0,1
11/08/2018DerbyLeeds,Derby,Leeds,11/08/2018,1.96,1.84,3.51,2.1,1.0,6,4,2,3,1,1,2.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.25,2.0,3.0,1.0,1.0,1055.082318834907,960.1261936728293,0.7210274436020486,1.0716844332672004,1.0870958958286558,1.0,1.0,1
11/08/2018MiddlesbroughBirmingham,Middlesbrough,Birmingham,11/08/2018,2.26,1.61,5.43,1.7,1.5,1,11,3,2,0,2,2.5,2.0,1.0,2.0,2.5,2.0,1.0,2.0,1.5,2.5,2.0,1.0,1.0,1095.496752369068,940.0887804472778,0.785422799803426,1.0864811139736124,1.0254523452496682,1.0,2.0,0
11/08/2018NorwichWest Brom,Norwich,West Brom,11/08/2018,2.13,1.7,2.74,2.66,1.5,16,17,2,1,2,1,2.0,1.0,2.0,1.5,2.0,1.0,2.0,1.5,0.0,2.0,1.0,1.0,0.5,991.3873322668156,972.7577118655203,0.6248517421271398,1.0807236670050178,1.0032882356920547,2.0,1.5,1
