GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
17/08/2019BelenensesBenfica,Belenenses,Benfica,17/08/2019,1.5,2.53,1.18,14.32,1.0,6,2,0,5,0,0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,3.1666666666666665,0.0,5.0,0.0,1.0,955.6843944626787,1357.7897809884946,0.12878412047654805,1.108518321557073,1.6853508586450054,0
17/08/2019PortoSetubal,Porto,Setubal,17/08/2019,1.61,2.27,16.64,1.16,1.0,14,9,1,0,2,0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.8333333333333335,1.0,0.0,1.0,0.0,1304.4030450933922,928.2188427693161,0.9288027854043506,1.1097418120433795,0.7769377145551644,1
18/08/2019AvesMaritimo,Aves,Maritimo,18/08/2019,2.27,1.61,3.25,2.27,1.0,15,8,1,1,2,1,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.25,1.0,1.0,1.0,0.0,926.9944422353389,962.1752099964704,0.5499418163467927,0.9430722261048172,0.8458391648965703,1
18/08/2019Pacos FerreiraSanta Clara,Pacos Ferreira,Santa Clara,18/08/2019,2.17,1.67,3.03,2.36,1.0,18,17,0,0,5,2,0.0,0.0,5.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,889.2402843972286,967.4288756569691,0.48821785140413654,0.9708474153759913,0.9551968917394392,0
18/08/2019GuimaraesBoavista,Guimaraes,Boavista,18/08/2019,2.2,1.66,5.42,1.63,0.5,14,5,0,2,0,1,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.8333333333333333,0.0,2.0,0.5,1.0,1022.809464507379,1043.7257585135833,0.5701709175719858,1.0163302762573319,0.9505684501833772,0
18/08/2019Sp LisbonSp Braga,Sp Lisbon,Sp Braga,18/08/2019,2.02,1.79,3.78,1.97,1.0,10,4,1,3,1,1,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.5,1.0,3.0,0.0,1.0,1215.829370143159,1127.1749732852672,0.7136725428715939,1.2110569610560566,1.1011518781940552,1
19/08/2019TondelaPortimonense,Tondela,Portimonense,19/08/2019,2.09,1.73,2.55,2.71,1.0,13,12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,941.3314150041807,931.7448553721007,0.612572143126464,1.059524953230589,1.160718181845341,1
23/08/2019SetubalMoreirense,Setubal,Moreirense,23/08/2019,2.41,1.55,2.89,2.57,2.0,16,8,0,3,4,0,0.0,2.0,2.0,1.5,0.0,2.0,2.0,1.5,2.6666666666666665,0.0,2.0,0.5,1.0,925.3709541854902,1000.9120884887882,0.49202634277010304,0.8101796688907494,1.0332575519685079,0
23/08/2019Rio AveAves,Rio Ave,Aves,23/08/2019,1.94,1.86,4.34,1.8,1.5,17,7,0,3,1,1,0.0,2.0,1.0,1.5,0.0,2.0,1.0,1.5,1.25,0.0,2.0,0.0,1.0,1021.0637971386603,944.9967695814671,0.6986398685913991,1.1121466552428876,0.9904992435054869,1
24/08/2019BenficaPorto,Benfica,Porto,24/08/2019,2.0,1.81,4.03,1.9,2.0,1,7,2,4,0,0,3.5,2.5,0.0,1.0,3.5,2.5,0.0,1.0,1.5,3.5,2.5,0.5,1.0,1362.9411458075565,1307.2509336772182,0.673384097756188,1.6371675185825951,1.1572230784938786,0
