GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
20/08/2021BetisCadiz,Betis,Cadiz,20/08/2021,1.89,1.94,6.69,1.52,1.0,7,8,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1120.9670054628582,983.4523670939249,0.7675538906156516,0.9687916386650078,1.043364601867626,0
21/08/2021AlavesMallorca,Alaves,Mallorca,21/08/2021,2.44,1.56,3.36,2.3,1.0,19,13,1,1,4,1,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.5,1.0,1.0,1.0,0.0,961.8460183401621,936.0579101164703,0.6344604972673841,1.0490109458910069,1.1073789273887782,0
21/08/2021EspanolVillarreal,Espanol,Villarreal,21/08/2021,2.15,1.72,2.36,3.07,1.0,10,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,876.5600570215042,1070.3857230432081,0.32898091664390505,0.7828563906723671,1.1230623088552305,0
21/08/2021GranadaValencia,Granada,Valencia,21/08/2021,2.27,1.65,2.92,2.53,1.0,11,5,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,981.7991386831801,1019.8514659987097,0.545847251907892,1.123072179974198,1.0560865803860038,0
21/08/2021Ath BilbaoBarcelona,Ath Bilbao,Barcelona,21/08/2021,1.83,2.0,1.9,4.14,1.0,8,3,0,4,0,2,0.0,4.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,0.0,4.0,0.0,1.0,1020.4826850598705,1240.0082479021887,0.29718511043199847,0.8622155175794239,1.372278218351768,0
22/08/2021SociedadVallecano,Sociedad,Vallecano,22/08/2021,1.79,2.04,7.33,1.47,1.0,18,19,2,0,4,3,2.0,0.0,4.0,3.0,2.0,0.0,4.0,3.0,4.0,2.0,0.0,1.0,1.0,1094.3137839572644,916.2453134206227,0.8065890186008727,1.0798442262888712,1.1367608987292581,0
22/08/2021Ath MadridElche,Ath Madrid,Elche,22/08/2021,1.9,1.92,15.8,1.23,1.0,6,13,2,0,1,0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.5,2.0,0.0,1.0,0.0,1273.4880674924698,955.9395679795554,0.9029909707063625,0.9619410981594769,0.9256263828417045,0
22/08/2021LevanteReal Madrid,Levante,Real Madrid,22/08/2021,1.62,2.31,1.65,4.97,1.0,14,4,1,4,1,1,1.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,2.875,1.0,4.0,0.0,1.0,969.9108937882235,1305.9723075605043,0.1777637102522916,1.0750248019775586,1.0319616257321402,1
23/08/2021GetafeSevilla,Getafe,Sevilla,23/08/2021,2.53,1.52,2.26,3.49,1.0,18,6,0,3,1,0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,2.125,0.0,3.0,0.0,1.0,937.17861970111,1214.6658408932574,0.2324742690780808,0.6832151359110383,0.9256323238383245,0
23/08/2021OsasunaCelta,Osasuna,Celta,23/08/2021,2.15,1.71,2.8,2.66,1.0,15,17,0,1,0,2,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,2.1666666666666665,0.0,1.0,0.0,1.0,1011.4192418237811,1067.648670566885,0.5198070743411799,0.8994974659491705,1.2155061079356735,0
27/08/2021MallorcaEspanol,Mallorca,Espanol,27/08/2021,2.69,1.47,3.08,2.64,2.0,5,11,1,0,0,0,1.0,0.0,0.5,0.0,1.0,0.0,0.5,0.0,1.5,1.0,0.0,0.0,0.0,961.4363300071657,883.400820355748,0.701020242835409,1.0710755590081489,0.7437135711387487,0
27/08/2021ValenciaAlaves,Valencia,Alaves,27/08/2021,2.2,1.69,5.02,1.78,2.0,6,19,1,0,1,1,1.0,0.5,0.5,2.5,1.0,0.5,0.5,2.5,3.1,1.0,0.5,0.0,0.5,1021.6853560750254,936.4675984494668,0.7096130004722736,1.0388988401427863,1.0146210637448898,1
28/08/2021CeltaAth Bilbao,Celta,Ath Bilbao,28/08/2021,2.27,1.65,3.05,2.48,2.0,16,8,0,1,0,1,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.5,2.4,0.5,0.5,0.5,0.0,1068.440953540532,1028.5952806425905,0.6530159004068136,1.1547308025388898,0.8482533498070826,0
28/08/2021ElcheSevilla,Elche,Sevilla,28/08/2021,2.25,1.66,1.77,5.24,2.0,17,3,0,1,1,0,0.0,2.0,0.5,0.0,0.0,2.0,0.5,0.0,2.5,0.0,2.0,0.0,0.5,952.0592068078099,1223.9648116563806,0.23825649466904858,0.9001363575098815,0.9086240637955381,0
28/08/2021SociedadLevante,Sociedad,Levante,28/08/2021,1.78,2.07,5.94,1.57,2.0,7,12,1,3,0,3,1.5,2.0,2.0,2.0,1.5,2.0,2.0,2.0,2.625,1.5,2.0,0.5,0.5,1102.0502232132294,982.8003453781319,0.7482705797825576,1.0434458643251199,1.1375569555706353,0
28/08/2021BetisReal Madrid,Betis,Real Madrid,28/08/2021,1.66,2.24,1.84,4.21,2.0,9,5,1,3,1,3,1.0,3.5,1.0,2.0,1.0,3.5,1.0,2.0,3.2,1.0,3.5,0.0,1.0,1110.264849838232,1293.082855970596,0.3431174002225556,0.9586895659096611,1.091988876046492,0
29/08/2021BarcelonaGetafe,Barcelona,Getafe,29/08/2021,1.74,2.13,8.36,1.4,2.0,8,18,1,0,1,1,2.5,0.0,1.5,1.0,2.5,0.0,1.5,1.0,2.625,2.5,0.0,0.5,0.0,1231.8956523194686,927.8796489379869,0.8959496392065749,1.350056420756723,0.6706612304374734,1
29/08/2021CadizOsasuna,Cadiz,Osasuna,29/08/2021,2.55,1.53,2.5,3.15,2.0,9,11,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.5,1.0,0.0,0.0,0.0,994.1545227185509,1010.626958850134,0.5764286098340065,1.0324849196968091,0.8545225926517119,1
29/08/2021VallecanoGranada,Vallecano,Granada,29/08/2021,2.3,1.64,2.89,2.59,2.0,19,10,0,1,1,1,0.0,0.5,2.0,0.5,0.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.0,908.5088741646575,979.9652486068644,0.497904120975301,1.0984440437136178,1.1047942534648725,1
29/08/2021Ath MadridVillarreal,Ath Madrid,Villarreal,29/08/2021,2.24,1.66,5.28,1.78,2.0,5,12,1,0,0,0,1.5,0.0,0.5,0.0,1.5,0.0,0.5,0.0,1.9,1.5,0.0,0.5,0.0,1277.3684286642153,1063.5449597089644,0.8366921623439515,0.9354510332538831,1.066909193412469,1
11/09/2021LevanteVallecano,Levante,Vallecano,11/09/2021,2.01,1.82,3.6,2.1,3.0,16,10,0,4,1,0,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.3333333333333333,4.0,1.3333333333333333,1.3333333333333333,0.3333333333333333,0.6666666666666666,972.7311685694342,928.5927093256455,0.6585937554129632,1.0998463695387735,1.115933514334075,0
11/09/2021Ath BilbaoMallorca,Ath Bilbao,Mallorca,11/09/2021,2.33,1.62,5.17,1.74,3.0,8,6,1,1,0,0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,2.0,0.6666666666666666,1.0,0.0,0.0,1054.715916658863,973.3955202937493,0.7049683401982769,0.8231607364419203,1.0444138545335242,0
