GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
19/09/2020AlcorconTenerife,Alcorcon,Tenerife,19/09/2020,2.59,1.47,3.17,2.57,1.0,8,3,0,2,0,0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.375,0.0,2.0,0.0,0.0,1000.0,1000.0,0.5993967967092568,1.0,1.0
19/09/2020CastellonMalaga,Castellon,Malaga,19/09/2020,2.82,1.41,3.7,2.29,1.0,4,21,2,0,1,2,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1023.9758718683703,1000.0,0.6320377109690761,1.01,1.0
19/09/2020VallecanoSabadell,Vallecano,Sabadell,19/09/2020,2.11,1.71,5.42,1.65,0.5,7,14,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1000.0,1000.0,0.5993967967092568,1.0,1.0
20/09/2020LugoLeganes,Lugo,Leganes,20/09/2020,2.64,1.46,2.1,3.91,1.0,21,5,0,1,2,0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,1016.0241281316297,0.5770585777637437,1.0,0.97
20/09/2020EspanolMallorca,Espanol,Mallorca,20/09/2020,2.23,1.63,5.2,1.73,1.0,3,18,3,0,0,1,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1016.0241281316297,1000.0,0.6213294022309049,1.01,1.0
20/09/2020AlbacetePonferradina,Albacete,Ponferradina,20/09/2020,2.62,1.47,3.4,2.29,1.0,22,19,0,1,3,2,0.0,1.0,3.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,983.9758718683703,976.0241281316297,0.6103363595650616,1.01,1.01
20/09/2020CartagenaSp Gijon,Cartagena,Sp Gijon,20/09/2020,2.57,1.48,2.74,2.96,1.0,12,6,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1000.0,1016.0241281316297,0.5770585777637437,1.0,0.97
20/09/2020Las PalmasFuenlabrada,Las Palmas,Fuenlabrada,20/09/2020,2.57,1.49,3.16,2.42,1.0,16,4,0,2,1,0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,983.9758718683703,1000.0,0.5770585777637436,0.97,1.0
26/09/2020ZaragozaLas Palmas,Zaragoza,Las Palmas,26/09/2020,2.72,1.44,4.52,1.9,1.0,19,15,0,3,0,3,0.0,1.5,0.0,2.0,0.0,1.5,0.0,2.0,2.0,0.0,1.5,0.5,0.5,1000.0,980.8935287578206,0.6254949762614612,1.0,1.0415
26/09/2020LogronesCastellon,Logrones,Castellon,26/09/2020,2.55,1.49,3.22,2.42,1.5,20,7,0,0,1,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,983.9758718683703,998.6943634296073,0.5788918401551769,0.97,0.9794999999999999
