GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
26/08/17AugsburgM'gladbach,Augsburg,M'gladbach,26/08/17,2.08,1.75,2.25,3.28,1.0,11,8,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.5,0.0,1.0,0.0,0.0,951.7983614549804,1013.0447356443823,0.5125948152967206,0.9826131682401861,1.0555789748807243,1
26/08/17DortmundHertha,Dortmund,Hertha,26/08/17,1.53,2.49,8.1,1.37,1.0,2,4,3,2,0,0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.5,3.0,2.0,1.0,0.0,1143.442604451294,967.8577334110983,0.8043488997574663,1.209650855592801,1.0347277804249582,0
26/08/17Ein FrankfurtWolfsburg,Ein Frankfurt,Wolfsburg,26/08/17,2.12,1.72,3.25,2.27,1.0,9,18,0,0,0,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.5,0.0,0.0,0.0,1.0,923.9992382565733,925.1241720000651,0.5978408683908438,0.8955192878501735,1.018923431054987,0
26/08/17LeverkusenHoffenheim,Leverkusen,Hoffenheim,26/08/17,1.6,2.34,3.44,2.06,1.0,14,7,1,1,3,0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,955.8478600110747,1127.6478634642892,0.35755134475533734,1.253857002762318,1.078415936343686,1
26/08/17StuttgartMainz,Stuttgart,Mainz,26/08/17,1.8,2.01,3.1,2.29,1.0,16,12,0,0,2,1,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,981.0896171984296,892.2537294553172,0.7138859827296163,0.98820140620157,1.0291590272828068,0
26/08/17Werder BremenBayern Munich,Werder Bremen,Bayern Munich,26/08/17,1.37,3.02,1.24,11.29,1.0,13,3,0,3,1,1,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,4.5,0.0,3.0,0.0,1.0,1012.2141358280122,1224.5046807026085,0.30595681531810015,1.3900393422525452,1.2962605177539461,0
27/08/17HannoverSchalke 04,Hannover,Schalke 04,27/08/17,1.86,1.95,2.2,3.27,1.0,7,6,1,2,0,0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1018.9171697281095,1010.8089139636261,0.6105506088308964,0.9688275578836748,0.9765186233663746,0
27/08/17RB LeipzigFreiburg,RB Leipzig,Freiburg,27/08/17,1.69,2.16,9.07,1.35,1.0,16,11,0,0,2,0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.5,0.0,0.0,0.0,0.0,1063.0839897313945,993.236490591525,0.6910487592411617,1.216295625389113,1.0477702275070793,1
08/09/17HamburgRB Leipzig,Hamburg,RB Leipzig,08/09/17,1.86,1.96,1.96,3.84,2.0,3,7,3,4,1,1,2.0,2.0,0.5,1.5,2.0,2.0,0.5,1.5,3.5,2.0,2.0,0.5,0.5,1011.98041558216,1075.442039361748,0.5094083691190369,1.0169030166855368,1.250921616700041,0
09/09/17AugsburgFC Koln,Augsburg,FC Koln,09/09/17,2.15,1.7,3.08,2.39,2.0,12,17,2,1,2,3,1.0,0.5,1.5,2.0,1.0,0.5,1.5,2.0,1.5,1.0,0.5,0.5,0.5,951.2945688431116,975.1815293146449,0.5659750545432491,1.009270302029172,1.0944561878071501,1
09/09/17FreiburgDortmund,Freiburg,Dortmund,09/09/17,1.59,2.35,1.42,7.26,2.0,15,1,1,2,4,0,0.5,2.5,2.0,0.0,0.5,2.5,2.0,0.0,3.5,0.5,2.5,0.5,0.5,980.8784409611715,1151.2686484609953,0.35941767614355136,1.0775985702522095,1.1878258232779637,0
09/09/17HoffenheimBayern Munich,Hoffenheim,Bayern Munich,09/09/17,1.44,2.74,1.46,6.51,2.0,6,2,2,2,2,0,1.5,2.5,1.0,0.5,1.5,2.5,1.0,0.5,1.5,1.5,2.5,0.5,0.5,1121.9499172545027,1236.7429533153324,0.43589243609271605,1.0882982684508968,1.2602236558093358,0
09/09/17MainzLeverkusen,Mainz,Leverkusen,09/09/17,1.77,2.05,2.4,2.91,2.0,16,14,0,2,1,2,0.0,1.5,1.0,2.5,0.0,1.5,1.0,2.5,3.5,0.0,1.5,0.0,1.0,880.8091687645018,961.5458062208612,0.4845536532523553,0.9979398651720389,1.2653470326280305,1
09/09/17M'gladbachEin Frankfurt,M'gladbach,Ein Frankfurt,09/09/17,1.92,1.88,4.26,1.86,2.0,7,13,2,0,2,1,1.5,0.0,1.0,0.5,1.5,0.0,1.0,0.5,0.0,1.5,0.0,0.5,0.0,1013.5485282562511,900.0856035209396,0.7419440643397763,1.0842155847570516,0.8703718837502592,0
09/09/17WolfsburgHannover,Wolfsburg,Hannover,09/09/17,2.02,1.8,4.4,1.85,2.0,11,4,1,1,0,0,0.5,1.0,1.5,0.0,0.5,1.0,1.5,0.0,0.0,0.5,1.0,0.5,0.0,949.0378067356988,1034.4951453748736,0.477769766688371,0.9903106701516197,0.940867100190535,0
10/09/17HerthaWerder Bremen,Hertha,Werder Bremen,10/09/17,1.87,1.94,3.84,1.98,2.0,12,17,0,0,2,2,1.0,0.0,1.0,1.5,1.0,0.0,1.0,1.5,1.5,1.0,0.0,0.0,0.0,960.0316894013969,999.9758632152882,0.5431462352216245,1.0160587842097093,1.351395369695911,0
10/09/17Schalke 04Stuttgart,Schalke 04,Stuttgart,10/09/17,1.77,2.05,4.78,1.72,2.0,11,14,0,1,1,0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0.0,995.230938316862,992.5341778892449,0.6031185585984842,0.9483362007742243,0.958224678523489,1
15/09/17HannoverHamburg,Hannover,Hamburg,15/09/17,2.07,1.76,3.96,1.97,3.0,3,7,1,0,1,2,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.3333333333333333,0.0,0.3333333333333333,1033.6059360424083,991.6040808173985,0.6558229164923933,0.9342151104420487,0.9980342898461709,0
16/09/17Bayern MunichMainz,Bayern Munich,Mainz,16/09/17,1.33,3.25,17.51,1.15,3.0,6,13,0,3,2,1,1.6666666666666667,1.0,1.0,1.0,1.6666666666666667,1.0,1.0,1.0,4.0,1.6666666666666667,1.0,0.3333333333333333,0.3333333333333333,1214.1786507590411,901.4270226344076,0.900545056250415,1.2339671028474515,1.0112666341993026,1
16/09/17Ein FrankfurtAugsburg,Ein Frankfurt,Augsburg,16/09/17,2.25,1.64,4.49,1.86,3.0,9,8,1,3,0,0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,1.0,3.0,0.3333333333333333,1.6666666666666667,0.0,0.6666666666666666,929.7633660945306,968.6555666613816,0.5446484761521515,0.8452998054413032,1.0136285337170625,1
16/09/17RB LeipzigM'gladbach,RB Leipzig,M'gladbach,16/09/17,1.67,2.19,4.99,1.67,3.0,4,11,2,0,0,1,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.5,2.0,1.0,0.3333333333333333,0.3333333333333333,1095.8183741265093,983.87076568266,0.740270436964464,1.2277106537117484,1.0529834889686505,1
16/09/17StuttgartWolfsburg,Stuttgart,Wolfsburg,16/09/17,1.89,1.91,2.95,2.41,3.0,14,12,1,1,3,1,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,976.6589202331843,949.927016068164,0.635719580663777,0.994671713252131,0.9833091112445955,0
16/09/17Werder BremenSchalke 04,Werder Bremen,Schalke 04,16/09/17,1.8,2.01,2.58,2.71,3.0,16,5,1,3,1,1,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.6666666666666666,3.5,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,1001.7017126241532,1011.1061959729226,0.5863303921684065,1.3231934021903786,0.9844071173543584,1
