GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
13/08/2021LorientMonaco,Lorient,Monaco,13/08/2021,1.96,1.87,1.92,4.21,1.0,8,11,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.5,1.0,1.0,0.0,0.0,1011.4673126031195,1202.9671232361038,0.3319432439093351,1.1851913947502497,1.1023863492610984,0
14/08/2021LilleNice,Lille,Nice,14/08/2021,2.11,1.74,4.59,1.84,1.0,8,12,3,0,3,0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,2.4444444444444446,3.0,0.0,1.0,0.0,1248.6547840876824,1034.7935057380698,0.8367218992870263,0.9557569283061276,1.002221427748369,1
14/08/2021Paris SGStrasbourg,Paris SG,Strasbourg,14/08/2021,1.4,2.96,13.36,1.2,1.0,5,20,2,0,1,2,2.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,3.7142857142857144,2.0,0.0,1.0,0.0,1258.8302817038775,968.0285128202863,0.8886417742088816,1.2478579547595066,1.0140551314875785,1
15/08/2021AngersLyon,Angers,Lyon,15/08/2021,1.76,2.08,1.82,4.35,1.0,4,9,2,1,0,1,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,3.2222222222222223,2.0,1.0,0.0,0.0,963.724241650732,1169.7817485036617,0.3136284772270538,0.9427118593779501,1.3277381574485685,1
15/08/2021BrestRennes,Brest,Rennes,15/08/2021,1.85,1.98,2.36,3.06,1.0,7,13,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,1.0,0.0,0.0,968.4553761052125,1065.9660676065769,0.46049146825027826,1.081125250614767,0.907198834744665,0
15/08/2021ClermontTroyes,Clermont,Troyes,15/08/2021,2.11,1.74,3.66,2.05,1.0,5,18,2,1,0,2,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1022.4886829205813,875.4694188658001,0.7771723098245781,0.9867320722121884,0.9878030638202071,0
15/08/2021NantesMetz,Nantes,Metz,15/08/2021,2.3,1.63,3.27,2.33,1.0,11,10,1,3,1,3,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.625,1.0,3.0,0.0,1.0,1009.8229113572642,979.5512177099547,0.6404252366439223,1.003814980816657,1.0912465591580127,0
15/08/2021ReimsMontpellier,Reims,Montpellier,15/08/2021,2.07,1.77,2.79,2.67,1.0,12,17,0,2,0,3,0.0,2.0,0.0,3.0,0.0,2.0,0.0,3.0,2.4,0.0,2.0,0.0,1.0,996.9044592188658,1041.3921922547238,0.5366492562937205,0.8264506564625973,1.224100773906521,1
15/08/2021LensSt Etienne,Lens,St Etienne,15/08/2021,1.96,1.86,3.61,2.05,1.0,8,14,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5,1.0,1.0,0.0,0.0,1068.4863204180936,1012.4440280856024,0.6738296973124089,1.0693243036493014,0.9298391618454128,1
15/08/2021MarseilleBordeaux,Marseille,Bordeaux,15/08/2021,1.87,1.96,6.02,1.54,1.0,6,19,3,0,2,2,3.0,0.0,2.0,2.0,3.0,0.0,2.0,2.0,1.6,3.0,0.0,1.0,0.0,1110.9335477532197,950.9694007712786,0.7898099195307939,1.1185519308646261,1.0745182754865321,1
20/08/2021BrestParis SG,Brest,Paris SG,20/08/2021,1.43,2.81,1.27,10.79,2.0,8,3,1,4,1,2,1.0,3.0,1.0,1.5,1.0,3.0,1.0,1.5,2.6666666666666665,1.0,3.0,0.0,1.0,970.0357173752013,1263.2846107355222,0.21667927891438132,1.0711607554761884,1.3038018182821984,1
21/08/2021MonacoLens,Monaco,Lens,21/08/2021,1.8,2.03,4.67,1.77,2.0,13,8,0,2,1,2,0.5,1.5,1.0,1.5,0.5,1.5,1.0,1.5,1.5,0.5,1.5,0.0,0.5,1176.2448529924773,1061.5331325255972,0.743318029002032,1.0641419433849728,1.1018944733414282,0
21/08/2021St EtienneLille,St Etienne,Lille,21/08/2021,2.14,1.71,2.44,3.05,2.0,11,18,2,0,2,4,1.5,1.5,1.5,3.5,1.5,1.5,1.5,3.5,2.7777777777777777,1.5,1.5,0.5,1.0,1019.3972159780988,1215.1859081162013,0.32649123244553396,0.958160803076549,0.9877917615752211,0
22/08/2021LyonClermont,Lyon,Clermont,22/08/2021,1.64,2.26,5.39,1.6,2.0,17,3,0,2,3,0,0.5,2.0,2.0,0.0,0.5,2.0,2.0,0.0,0.0,0.5,2.0,0.5,0.0,1142.3268875927438,1031.4017905275982,0.7391371261967513,1.324997420357943,0.9778893701342437,1
