GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
21/08/2021LiverpoolBurnley,Liverpool,Burnley,21/08/2021,1.54,2.5,14.41,1.21,1.0,3,12,3,1,0,2,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.9,3.0,1.0,1.0,1.0,1228.0942556174439,947.9682289953593,0.8824135923331591,1.0829623048360049,1.00295145353576
21/08/2021Aston VillaNewcastle,Aston Villa,Newcastle,21/08/2021,1.77,2.09,4.25,1.82,1.0,11,16,2,2,3,4,2.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1036.9152914103083,1021.5359136693392,0.6204557754971745,1.0734761141801497,1.163141770613457
21/08/2021Crystal PalaceBrentford,Crystal Palace,Brentford,21/08/2021,2.32,1.62,2.9,2.61,1.0,18,4,0,2,3,0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,972.4054689653099,1024.9578867613627,0.5250880032043274,1.0850487925979508,0.9888640253553111
21/08/2021LeedsEverton,Leeds,Everton,21/08/2021,1.7,2.2,3.03,2.37,1.0,20,5,1,3,5,1,1.0,3.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1114.6005116526892,1078.1983281963298,0.6485109211761366,1.1383113668281382,0.8885157984625551
21/08/2021Man CityNorwich,Man City,Norwich,21/08/2021,1.34,3.29,25.64,1.11,1.0,13,19,0,0,1,3,0.0,0.0,1.0,3.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,1260.5342252523346,811.421058932369,0.9520407248587567,1.3215231525112545,0.9622051794011625
21/08/2021BrightonWatford,Brighton,Watford,21/08/2021,2.24,1.67,5.53,1.74,1.0,7,10,2,3,1,2,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.3333333333333333,2.0,3.0,1.0,1.0,1041.8435224358707,962.3619866461248,0.7027619517993661,0.8508032371657257,1.1045310568839248
22/08/2021SouthamptonMan United,Southampton,Man United,22/08/2021,1.72,2.16,1.61,5.36,1.0,17,6,1,5,3,1,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.2,1.0,5.0,1.0,1.0,953.7789569362947,1221.844115941997,0.2422919578436998,1.2318287529638532,1.2286669487395403
22/08/2021WolvesTottenham,Wolves,Tottenham,22/08/2021,2.24,1.67,2.43,3.2,1.0,15,11,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.5,0.0,1.0,0.0,0.0,987.56563718055,1132.0789772529265,0.3943810867363632,0.8637696519717061,1.1713250857933537
22/08/2021ArsenalChelsea,Arsenal,Chelsea,22/08/2021,2.07,1.79,1.78,4.76,1.0,16,7,0,3,2,0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,1133.0016956937716,1175.8690766499878,0.5389677925975078,1.0177679911586117,0.9780411220019083
23/08/2021West HamLeicester,West Ham,Leicester,23/08/2021,1.8,2.04,2.75,2.58,1.0,9,11,4,1,2,0,4.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,3.2,4.0,1.0,1.0,0.0,1142.2002627041434,1113.155019627097,0.6387978439684632,1.19394839653252,1.186037073089775
28/08/2021Man CityArsenal,Man City,Arsenal,28/08/2021,1.57,2.45,11.99,1.26,2.0,9,18,5,0,0,2,2.5,0.0,0.5,2.0,2.5,0.0,0.5,2.0,2.8,2.5,0.0,0.5,0.0,1262.4525962579844,1111.4429839898712,0.7811248630367704,1.3593749326486497,1.0077776674588064
28/08/2021Aston VillaBrentford,Aston Villa,Brentford,28/08/2021,1.97,1.88,3.84,2.0,2.0,10,7,2,0,0,0,2.0,1.0,1.5,0.0,2.0,1.0,1.5,0.0,0.0,2.0,1.0,0.5,0.0,1052.0970603904213,1025.9614068895357,0.6349243595232102,1.0541919254641794,0.9394208240875456
28/08/2021BrightonEverton,Brighton,Everton,28/08/2021,2.23,1.68,3.27,2.35,2.0,4,8,2,2,0,2,2.0,2.5,0.5,1.5,2.0,2.5,0.5,1.5,2.625,2.0,2.5,0.5,1.0,1053.733044363896,1084.1387650433753,0.5567353491847872,0.844477539129622,0.9143695492093207
28/08/2021NewcastleSouthampton,Newcastle,Southampton,28/08/2021,1.83,2.03,2.82,2.52,2.0,19,13,0,1,2,1,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.75,1.0,1.0,0.5,0.5,1006.3541446892261,964.0872786225467,0.6561671749100798,1.142246806010478,1.202792923685394
28/08/2021NorwichLeicester,Norwich,Leicester,28/08/2021,1.8,2.06,1.9,4.34,2.0,20,12,0,1,5,4,0.0,1.0,4.0,2.0,0.0,1.0,4.0,2.0,1.5,0.0,1.0,1.0,0.5,809.5026879267192,1098.7069333858356,0.220657125123591,0.9897651800175313,1.21049093307452
28/08/2021West HamCrystal Palace,West Ham,Crystal Palace,28/08/2021,1.89,1.96,6.29,1.58,2.0,3,14,4,0,1,0,4.0,0.0,1.5,1.5,4.0,0.0,1.5,1.5,3.0,4.0,0.0,1.0,0.5,1156.648348945405,971.4019488371367,0.812953458415929,1.2185653731686348,1.0307963529680533
28/08/2021LiverpoolChelsea,Liverpool,Chelsea,28/08/2021,2.02,1.83,2.95,2.5,2.0,2,1,2,2,0,0,2.5,2.5,0.0,0.0,2.5,2.5,0.0,0.0,2.6,2.5,2.5,0.5,0.5,1232.7977119241175,1197.4277883538882,0.6471552448166742,1.068696478870506,0.9684407538576942
29/08/2021BurnleyLeeds,Burnley,Leeds,29/08/2021,1.77,2.09,2.33,3.07,2.0,18,15,0,2,2,2,0.5,1.5,2.0,3.5,0.5,1.5,2.0,3.5,2.5,0.5,1.5,0.5,1.0,943.2647726886856,1108.6600748056437,0.3660640742541418,0.9897396078195306,1.1714335897544028
29/08/2021TottenhamWatford,Tottenham,Watford,29/08/2021,1.85,2.0,8.42,1.44,2.0,6,12,1,0,0,2,1.0,1.5,0.0,2.0,1.0,1.5,0.0,2.0,2.625,1.0,1.5,0.0,0.5,1147.8542207223811,950.4724647180994,0.8233444881464412,1.1359131527447095,1.096318899675142
29/08/2021WolvesMan United,Wolves,Man United,29/08/2021,2.01,1.83,1.82,4.91,2.0,17,10,0,1,1,1,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.8333333333333333,0.0,3.0,0.0,0.5,971.7903937110955,1211.535794255745,0.2734610150290436,0.8376558485058175,1.1997056473590932
11/09/2021Crystal PalaceTottenham,Crystal Palace,Tottenham,11/09/2021,2.1,1.77,1.95,4.25,3.0,14,1,2,1,2,0,0.6666666666666666,1.0,1.6666666666666667,0.0,0.6666666666666666,1.0,1.6666666666666667,0.0,2.0,0.6666666666666666,1.0,0.6666666666666666,0.0,983.9200871737739,1154.9204411965234,0.3586094193051939,1.0449075063397575,1.0973603622202515
11/09/2021ArsenalNorwich,Arsenal,Norwich,11/09/2021,1.71,2.17,6.4,1.52,3.0,19,20,0,1,5,2,0.0,0.3333333333333333,3.0,3.3333333333333335,0.0,0.3333333333333333,3.0,3.3333333333333335,4.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1102.687978511342,800.6764029217755,0.8948690586732296,1.0309520061214208,0.9898435872019241
11/09/2021BrentfordBrighton,Brentford,Brighton,11/09/2021,2.46,1.57,2.69,2.86,3.0,10,8,1,0,1,2,1.0,1.3333333333333333,0.3333333333333333,1.0,1.0,1.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.3333333333333333,0.0,0.3333333333333333,1031.3583812704642,1031.4636303965044,0.5992513080398335,0.9303935377477175,0.8459996509088649
11/09/2021LeicesterMan City,Leicester,Man City,11/09/2021,1.74,2.14,1.6,5.7,3.0,9,7,2,5,1,0,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.3333333333333333,1.3333333333333333,3.3333333333333335,1.6666666666666667,0.3333333333333333,3.5,1.3333333333333333,3.3333333333333335,0.6666666666666666,0.6666666666666666,1107.5332183907792,1271.2076017365137,0.36836600154013044,1.2105868257041168,1.3906344217957995
