GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
21/08/2021HeerenveenWaalwijk,Heerenveen,Waalwijk,21/08/2021,1.59,2.31,4.55,1.76,1.0,7,9,1,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.6666666666666665,1.0,1.0,0.0,0.0,971.8213421735967,925.8298642272233,0.6609880985276504,0.9656795437629839,0.9773576557227596
21/08/2021PSV EindhovenCambuur,PSV Eindhoven,Cambuur,21/08/2021,1.4,2.88,10.16,1.25,1.0,4,12,2,1,0,2,2.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1239.9529356781657,976.7517781235466,0.8719219473840234,1.1289158957850787,1.0278152924867558
21/08/2021Sparta RotterdamHeracles,Sparta Rotterdam,Heracles,21/08/2021,1.91,1.89,3.42,2.18,1.0,17,15,0,0,4,2,0.0,0.0,4.0,2.0,0.0,0.0,4.0,2.0,3.4285714285714284,0.0,0.0,1.0,0.0,1051.8550228906129,1008.4953821556592,0.6575849922801661,1.070272208114121,1.0333945834167755
21/08/2021GroningenUtrecht,Groningen,Utrecht,21/08/2021,1.86,1.94,1.97,3.57,1.0,6,3,2,4,1,0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,0.0,2.5555555555555554,2.0,4.0,1.0,1.0,1036.316690024316,1134.6773548275276,0.4592761330522705,0.7925038328385298,1.0430995743416356
22/08/2021TwenteAjax,Twente,Ajax,22/08/2021,1.35,3.06,1.29,8.86,1.0,15,5,1,5,2,0,1.0,5.0,2.0,0.0,1.0,5.0,2.0,0.0,3.857142857142857,1.0,5.0,1.0,1.0,919.7986442937331,1366.7289611349527,0.10249678027676261,1.038282864221044,1.3118895760430187
22/08/2021FeyenoordGo Ahead Eagles,Feyenoord,Go Ahead Eagles,22/08/2021,1.44,2.71,10.83,1.24,1.0,6,14,4,0,0,1,4.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.5,4.0,0.0,1.0,0.0,1152.9383731671483,801.8602169381663,0.9186332843140281,1.0755830487767866,1.1794963644132788
22/08/2021VitesseWillem II,Vitesse,Willem II,22/08/2021,1.64,2.23,5.04,1.63,1.0,8,18,1,0,0,4,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,3.3333333333333335,1.0,0.0,0.0,1.0,1112.1735431732864,961.6849068133646,0.7806116990068432,0.9727300963679419,1.166264158867554
27/08/2021For SittardWaalwijk,For Sittard,Waalwijk,27/08/2021,1.69,2.18,4.17,1.79,1.5,7,8,2,2,1,3,2.0,1.5,1.0,1.5,2.0,1.5,1.0,1.5,3.6666666666666665,2.0,1.5,1.0,0.5,986.4970236639534,912.2693881683293,0.6964058874396738,1.1127364501934858,1.0320437941912584
28/08/2021CambuurTwente,Cambuur,Twente,28/08/2021,1.68,2.18,2.65,2.54,2.0,18,12,1,1,4,1,1.0,1.0,3.0,1.5,1.0,1.0,3.0,1.5,0.0,1.0,1.0,1.0,0.5,971.6286560189076,935.6987730826626,0.6478909401862908,1.0650050858768458,1.0168590920979683
28/08/2021Go Ahead EaglesSparta Rotterdam,Go Ahead Eagles,Sparta Rotterdam,28/08/2021,1.95,1.85,2.27,3.12,2.0,16,14,0,1,2,1,0.0,0.5,1.5,2.5,0.0,0.5,1.5,2.5,2.5,0.0,0.5,0.0,0.5,798.6055483107275,1045.5516231994063,0.2653034121585985,1.157710678213141,1.0554659807757283
