GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
10/08/2019GroningenTwente,Groningen,Twente,10/08/2019,1.84,1.96,3.72,1.95,1.0,6,11,1,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.5,1.0,1.0,0.0,0.0,1052.0699166494614,875.3091485540259,0.8054119562024131,0.7809667665633631,1.0197305628021085,1
10/08/2019AjaxFC Emmen,Ajax,FC Emmen,10/08/2019,1.22,4.03,27.05,1.08,1.0,8,13,2,0,2,1,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,6.0,2.0,0.0,1.0,0.0,1321.3048901709128,973.9152559964267,0.9170320378359248,1.5436842608092296,1.041018608515791,1
10/08/2019Willem IIVitesse,Willem II,Vitesse,10/08/2019,1.72,2.11,2.33,2.87,1.0,5,12,3,2,1,2,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1016.5184759594978,1100.8790245735438,0.4793452702177064,1.3545609663810774,1.3280740641518238,0
11/08/2019For SittardHeracles,For Sittard,Heracles,11/08/2019,1.51,2.53,2.76,2.33,1.0,16,17,0,0,4,4,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.5,0.0,0.0,1.0,1.0,905.3486781768268,961.7959646460558,0.5194940361408141,1.2899381078056784,1.3113746476923662,0
11/08/2019HeerenveenFeyenoord,Heerenveen,Feyenoord,11/08/2019,1.57,2.37,1.92,3.53,1.0,6,11,4,2,0,2,4.0,2.0,0.0,2.0,4.0,2.0,0.0,2.0,4.166666666666667,4.0,2.0,1.0,1.0,1003.4314732537082,1138.4378154933672,0.4075249543798129,1.2627673560106947,1.2171876271442887,0
11/08/2019WaalwijkAZ Alkmaar,Waalwijk,AZ Alkmaar,11/08/2019,1.56,2.39,1.59,5.18,1.0,14,5,1,4,3,0,1.0,4.0,3.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,1.0,981.5293606665796,1124.3331103369792,0.39673402978775535,1.017814792785215,1.1043818775468455,0
11/08/2019UtrechtZwolle,Utrecht,Zwolle,11/08/2019,1.56,2.39,5.96,1.5,1.0,7,15,4,1,2,3,4.0,1.0,2.0,3.0,4.0,1.0,2.0,3.0,3.3333333333333335,4.0,1.0,1.0,1.0,1101.1628252712048,936.662510465409,0.79411202375926,1.2101031577427455,1.0951745511076152,1
11/08/2019PSV EindhovenDen Haag,PSV Eindhoven,Den Haag,11/08/2019,1.26,3.67,16.81,1.13,1.0,12,13,1,2,1,4,1.0,2.0,1.0,4.0,1.0,2.0,1.0,4.0,4.333333333333333,1.0,2.0,0.0,1.0,1268.6739332272623,1044.5309527475833,0.844647559441572,1.1935877656696785,1.2671107989717996,1
16/08/2019VitesseZwolle,Vitesse,Zwolle,16/08/2019,1.46,2.64,8.65,1.31,2.0,8,17,2,1,0,3,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.5,1.0,1120.0528353822522,928.4269914157794,0.8184735073122171,1.291200224119654,1.1065258898619754,1
17/08/2019Den HaagSparta Rotterdam,Den Haag,Sparta Rotterdam,17/08/2019,1.6,2.32,2.38,2.77,2.0,15,6,1,4,3,1,1.5,3.0,3.5,1.5,1.5,3.0,3.5,1.5,1.5,1.5,3.0,1.0,1.0,1038.3168551252463,903.060720612121,0.7652262556832096,1.2707800747099847,1.2934678015662704,1
17/08/2019VVV VenloAjax,VVV Venlo,Ajax,17/08/2019,1.29,3.51,1.15,15.68,2.0,11,4,1,5,4,0,2.0,3.5,2.5,1.0,2.0,3.5,2.5,1.0,3.5,2.0,3.5,1.0,1.0,953.7468873685463,1324.6236086574759,0.15033377167613726,1.219164987355739,1.5625598099881703,1
17/08/2019FC EmmenHeerenveen,FC Emmen,Heerenveen,17/08/2019,1.61,2.29,2.36,2.79,2.0,17,5,0,1,5,1,0.0,2.5,3.0,0.5,0.0,2.5,3.0,0.5,2.0,0.0,2.5,0.5,0.5,970.5965375098637,1007.1304750785157,0.5480131362943743,1.0537477646263365,1.2324916291933303,0
18/08/2019For SittardWillem II,For Sittard,Willem II,18/08/2019,1.6,2.31,2.23,2.97,2.0,14,9,1,0,1,2,0.5,1.5,2.5,1.5,0.5,1.5,2.5,1.5,6.5,0.5,1.5,0.5,0.5,904.5689167311942,997.3446651507895,0.4672699335792688,1.255943545945055,1.3169517202280352,1
18/08/2019TwenteWaalwijk,Twente,Waalwijk,18/08/2019,1.56,2.37,6.02,1.49,2.0,8,16,3,0,1,2,2.0,0.5,1.0,2.5,2.0,0.5,1.0,2.5,0.0,2.0,0.5,0.5,0.5,907.5256268021225,965.6599994750694,0.5170693745442038,1.0711811720987716,1.003143408799319,1
18/08/2019AZ AlkmaarGroningen,AZ Alkmaar,Groningen,18/08/2019,1.53,2.45,6.89,1.43,2.0,4,10,2,1,0,3,3.0,1.0,0.0,1.5,3.0,1.0,0.0,1.5,2.3333333333333335,3.0,1.0,0.5,0.5,1140.2024715284895,1019.8534384013649,0.7494605176001845,1.088462664437144,0.8203705242282469,0
