GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
05/08/17WolvesMiddlesbrough,Wolves,Middlesbrough,05/08/17,2.23,1.62,2.85,2.57,0.0,23,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,977.5001275454313,1000.0,0.5679354363774096,0.8832661460527208,1.0,0
06/08/17BoltonLeeds,Bolton,Leeds,06/08/17,2.14,1.68,2.53,2.82,0.0,15,16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1000.0,1039.432781392168,0.5438766145875069,1.0,0.9134091497218092,1
12/08/17BarnsleyIpswich,Barnsley,Ipswich,12/08/17,2.06,1.74,2.92,2.47,1.0,23,4,1,1,3,0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,928.849733206863,960.5171256427118,0.5549423047386456,1.0736095720765215,0.9367511534129002,1
12/08/17BirminghamBristol City,Birmingham,Bristol City,12/08/17,1.99,1.8,2.87,2.49,1.0,16,1,0,3,1,1,0.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,908.0004638539308,986.1244797328393,0.48831073165054656,0.887414989414849,1.1054821308407994,1
12/08/17BrentfordNott'm Forest,Brentford,Nott'm Forest,12/08/17,1.66,2.18,4.14,1.83,1.0,18,6,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1003.745788829198,956.2073908653738,0.6629806389123206,1.24425545275628,0.9972353795687382,1
12/08/17CardiffAston Villa,Cardiff,Aston Villa,12/08/17,2.37,1.56,2.87,2.6,1.0,3,10,1,1,0,1,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.5,1.0,1.0,0.0,0.0,1046.2139027858477,990.8662539949959,0.6729502422284009,0.9586646710340327,0.8183009668754844,1
12/08/17DerbyWolves,Derby,Wolves,12/08/17,2.44,1.52,3.28,2.33,1.0,11,9,1,1,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.5,1.0,1.0,0.0,0.0,1018.202544390742,994.7827100903348,0.6312929972601106,0.9999427578987944,0.8591028387500848,0
12/08/17HullBurton,Hull,Burton,12/08/17,2.03,1.76,5.59,1.63,1.0,13,19,1,0,1,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1003.6730289698669,946.1818010258545,0.6756601884048624,0.9988243001323155,0.9460186413562107,1
12/08/17LeedsPreston,Leeds,Preston,12/08/17,2.09,1.71,3.76,2.04,1.0,5,7,3,1,2,0,3.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,4.0,3.0,1.0,1.0,0.0,1061.1878459756683,989.9718823038932,0.6927280756000305,0.9677386922357186,1.1078878913689258,0
12/08/17MiddlesbroughSheffield United,Middlesbrough,Sheffield United,12/08/17,2.19,1.65,4.5,1.87,1.0,20,8,0,1,1,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,982.7174174550964,1017.1945183965105,0.5509441671355427,0.9726432317024479,0.965519636818626,0
12/08/17MillwallBolton,Millwall,Bolton,12/08/17,2.05,1.74,3.79,2.02,1.0,21,17,0,2,1,3,0.0,2.0,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,980.3791036908541,978.2449354164997,0.6023431019382921,0.9694426034886138,1.0594799630926144,0
