GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at,OvUn25
25/10/2020VitessePSV Eindhoven,Vitesse,PSV Eindhoven,25/10/2020,1.61,2.28,2.2,2.93,5.0,4,2,2,3,0,0,1.8,2.2,0.4,0.6,1.8,2.2,0.4,0.6,3.375,2.0,2.0,0.4,0.6,1085.8855671302572,1238.9281494170834,0.38271705833602004,1.0726666796511848,1.108062052509228,1
25/10/2020WaalwijkFeyenoord,Waalwijk,Feyenoord,25/10/2020,1.41,2.83,1.29,9.25,5.0,13,5,1,1,1,1,0.6,2.4,1.6,1.0,0.6,2.4,1.6,1.0,5.0,1.0,3.0,0.4,0.4,877.7213245498939,1222.7101456513674,0.1703762722612846,1.0194457199563423,1.208251592859848,1
25/10/2020Den HaagAZ Alkmaar,Den Haag,AZ Alkmaar,25/10/2020,1.6,2.31,1.78,4.06,4.5,15,12,0,2,2,2,0.8,2.5,2.0,2.5,0.8,2.5,2.0,2.5,2.625,1.3333333333333333,3.0,0.4,0.75,908.9995744110844,1156.5650685065928,0.26460898375371633,1.0895799413699732,1.1696708175983186,1
31/10/2020TwenteZwolle,Twente,Zwolle,31/10/2020,1.69,2.16,3.71,1.93,6.0,6,9,1,0,2,0,1.8333333333333333,1.0,0.8333333333333334,1.1666666666666667,1.8,1.2,1.0,1.0,2.8,1.6666666666666667,0.3333333333333333,0.5,0.3333333333333333,969.6252825596764,978.4595889841831,0.5871262544521264,1.0287372775201487,1.0636125710974385,1
31/10/2020AjaxFor Sittard,Ajax,For Sittard,31/10/2020,1.14,5.39,23.16,1.08,6.0,1,18,13,1,0,3,4.0,1.1666666666666667,0.5,2.5,4.6,1.4,0.6,2.6,3.6666666666666665,6.0,1.0,0.6666666666666666,0.6666666666666666,1257.4663233096182,900.3572672281219,0.9211907945140977,1.445739180421482,1.159927314117712,1
31/10/2020GroningenVVV Venlo,Groningen,VVV Venlo,31/10/2020,1.78,2.04,7.23,1.42,6.0,7,14,3,0,1,13,1.1666666666666667,1.5,1.1666666666666667,3.6666666666666665,1.2,0.8,0.8,3.8,2.1666666666666665,1.3333333333333333,1.0,0.5,0.6666666666666666,1045.8899008652552,954.124900197895,0.7173174995110803,0.749575564393574,1.1996116865982633,1
31/10/2020Willem IIVitesse,Willem II,Vitesse,31/10/2020,1.72,2.11,2.06,3.37,6.0,11,2,0,2,0,1,1.0,1.8333333333333333,1.6666666666666667,0.5,1.2,2.0,1.6,0.6,3.7142857142857144,0.3333333333333333,2.3333333333333335,0.5,0.5,1034.2287259238076,1110.5768847968163,0.4908652815159003,1.078500023362692,1.0731819376758411,1
01/11/2020HeraclesUtrecht,Heracles,Utrecht,01/11/2020,1.63,2.27,2.05,3.32,5.5,12,8,1,2,1,1,0.6666666666666666,1.4,1.6666666666666667,0.8,0.4,1.4,2.0,0.8,3.5714285714285716,0.3333333333333333,1.0,0.3333333333333333,0.4,980.294079419844,1089.4736678027061,0.4438538345579242,0.9860661603036653,1.0931631029758342,1
01/11/2020FC EmmenFeyenoord,FC Emmen,Feyenoord,01/11/2020,1.52,2.5,1.64,4.8,6.0,16,7,0,2,4,2,1.3333333333333333,2.3333333333333335,2.5,1.1666666666666667,1.0,2.4,2.0,1.4,4.5,1.0,2.3333333333333335,0.6666666666666666,0.5,962.3624672764053,1209.5251965418188,0.26506038944555416,1.150675108163647,1.2263130294728914,1
01/11/2020Sparta RotterdamHeerenveen,Sparta Rotterdam,Heerenveen,01/11/2020,1.61,2.3,2.43,2.66,6.0,17,5,1,4,1,0,1.0,2.0,2.1666666666666665,1.1666666666666667,1.2,2.0,2.4,1.4,2.6,2.0,2.0,0.3333333333333333,0.5,949.9317170884638,1049.6871938472557,0.4572828156392448,1.217879250429693,1.1919737452446297,1
01/11/2020PSV EindhovenDen Haag,PSV Eindhoven,Den Haag,01/11/2020,1.38,2.96,15.26,1.17,6.0,4,15,1,2,2,2,2.0,1.0,0.8333333333333334,2.0,1.8,1.2,0.8,2.0,4.125,2.0,1.3333333333333333,0.6666666666666666,0.5,1214.2368317505243,918.4152150609357,0.8914693566104954,1.1085943127865379,1.1034962558680772,1
01/11/2020AZ AlkmaarWaalwijk,AZ Alkmaar,Waalwijk,01/11/2020,1.4,2.86,10.86,1.24,5.5,10,11,2,2,2,2,2.4,0.8333333333333334,2.4,1.6666666666666667,2.4,1.0,2.4,1.8,3.0,2.6666666666666665,1.3333333333333333,0.8,0.5,1147.1494278567413,890.9062736594425,0.8673819878638506,1.1846100674311362,1.034684809530268,1
06/11/2020For SittardZwolle,For Sittard,Zwolle,06/11/2020,1.61,2.31,2.4,2.78,7.0,18,11,2,1,5,5,1.2857142857142858,1.0,2.857142857142857,1.7142857142857142,1.6,1.2,3.0,1.8,3.5,1.6666666666666667,0.6666666666666666,0.7142857142857143,0.42857142857142855,897.2048990086859,961.9446391622682,0.5075695440697802,1.1987672255881736,1.1270798006713876,1
07/11/2020Den HaagTwente,Den Haag,Twente,07/11/2020,1.73,2.1,1.92,3.58,7.0,15,6,0,5,4,1,0.8571428571428571,2.2857142857142856,2.2857142857142856,0.8571428571428571,1.2,2.6,2.6,1.0,3.0,0.6666666666666666,3.0,0.5714285714285714,0.5714285714285714,914.0739893253555,986.1402323815913,0.4970264722687574,1.1204849018596221,1.0901234502092165,1
07/11/2020VVV VenloHeracles,VVV Venlo,Heracles,07/11/2020,1.72,2.12,2.24,3.0,7.0,14,10,1,4,2,1,1.4285714285714286,1.1428571428571428,3.4285714285714284,1.5714285714285714,0.8,1.2,4.0,1.4,3.5,1.0,1.6666666666666667,0.7142857142857143,0.42857142857142855,942.8176001783382,1002.539926037527,0.5147864492511816,1.2196764010349148,1.028240509856486,1
07/11/2020WaalwijkSparta Rotterdam,Waalwijk,Sparta Rotterdam,07/11/2020,1.72,2.12,2.34,2.82,7.0,13,17,0,1,3,4,0.7142857142857143,1.0,1.8571428571428572,2.4285714285714284,1.0,1.4,1.8,2.8,2.5,1.0,1.0,0.5714285714285714,0.42857142857142855,885.6015531739965,931.6404044628939,0.534428298745696,1.0336001470453648,1.240879753200711,0
08/11/2020UtrechtAjax,Utrecht,Ajax,08/11/2020,1.33,3.23,1.71,4.17,6.5,8,1,1,5,4,2,1.3333333333333333,4.142857142857143,1.3333333333333333,0.7142857142857143,1.4,5.0,1.4,1.0,3.142857142857143,1.0,7.666666666666667,0.5,0.7142857142857143,1067.227821185023,1260.6186915290543,0.3295336710359957,1.139918021336435,1.494149439489879,1
08/11/2020FeyenoordGroningen,Feyenoord,Groningen,08/11/2020,1.73,2.1,5.65,1.62,7.0,6,7,3,2,2,1,2.4285714285714284,1.2857142857142858,1.2857142857142858,1.1428571428571428,2.8,1.4,1.6,1.0,2.2857142857142856,2.0,1.6666666666666667,0.5714285714285714,0.5714285714285714,1220.1276121196408,1057.197200884812,0.7926305487725137,1.251902881812212,0.7621129711363325,0
08/11/2020VitesseFC Emmen,Vitesse,FC Emmen,08/11/2020,1.56,2.38,6.54,1.45,7.0,2,17,3,2,1,3,2.0,1.4285714285714286,0.5714285714285714,2.5714285714285716,2.2,1.2,0.8,2.2,2.5,2.3333333333333335,1.3333333333333333,0.5714285714285714,0.7142857142857143,1130.2114960574525,951.7600516985831,0.806932706787485,1.0936999370062572,1.1746866006625043,1
08/11/2020HeerenveenAZ Alkmaar,Heerenveen,AZ Alkmaar,08/11/2020,1.55,2.4,2.01,3.36,6.5,5,9,4,3,1,0,2.2857142857142856,2.5,1.1428571428571428,2.0,2.2,2.8,1.4,2.2,3.75,3.0,2.3333333333333335,0.5714285714285714,0.8333333333333334,1067.9785064728255,1152.4541483421874,0.4791799226248346,1.2144850044033737,1.1833682379507513,1
08/11/2020PSV EindhovenWillem II,PSV Eindhoven,Willem II,08/11/2020,1.48,2.59,7.16,1.39,7.0,4,14,4,1,0,3,2.2857142857142856,1.0,0.7142857142857143,1.8571428571428572,2.2,0.6,0.6,2.2,3.75,2.6666666666666665,0.3333333333333333,0.7142857142857143,0.5714285714285714,1218.5780574861044,1014.5941146631716,0.8288045331233516,1.1256614448479467,1.0991196983500782,1
21/11/2020Willem IIVVV Venlo,Willem II,VVV Venlo,21/11/2020,1.59,2.34,4.87,1.62,8.0,14,11,0,3,3,2,0.875,1.625,2.0,3.25,0.4,1.4,2.6,4.2,2.8,0.3333333333333333,1.3333333333333333,0.625,0.75,1007.7462959881057,962.226142208291,0.6603798606539275,1.0974657078062955,1.2559460922399441,1
21/11/2020GroningenVitesse,Groningen,Vitesse,21/11/2020,1.97,1.83,2.39,2.92,8.0,7,2,0,3,2,1,1.125,2.125,1.25,0.625,1.2,2.6,0.8,0.6,3.25,1.6666666666666667,2.6666666666666665,0.5,0.625,1048.9024228357125,1137.934187785953,0.4726384502218086,0.7559586828496491,1.1071182112368279,0
21/11/2020ZwolleUtrecht,Zwolle,Utrecht,21/11/2020,1.6,2.32,1.99,3.45,7.5,12,9,2,0,2,3,1.125,1.1428571428571428,1.75,1.5714285714285714,0.8,0.8,2.2,1.8,3.75,1.0,1.0,0.5,0.5714285714285714,962.2474209250595,1054.0464743435832,0.4686697416375903,1.1374610352021601,1.1230787461158773,0
22/11/2020AjaxHeracles,Ajax,Heracles,22/11/2020,1.19,4.5,17.95,1.12,8.0,2,10,3,2,0,3,4.0,1.25,0.625,1.75,5.2,1.4,0.8,1.8,2.5,7.0,2.3333333333333335,0.75,0.5,1273.8000383704941,983.1313840075743,0.8885659235267475,1.4720773315301203,1.0588174446445595,1
22/11/2020For SittardFeyenoord,For Sittard,Feyenoord,22/11/2020,1.48,2.6,1.55,5.26,8.0,18,4,2,2,2,0,1.375,2.375,2.75,1.125,1.4,2.4,2.8,1.2,4.0,1.6666666666666667,2.3333333333333335,0.75,0.5,896.9021172458946,1228.4223901687403,0.18161680130740598,1.2098087540666551,1.2417933947238156,1
22/11/2020Sparta RotterdamDen Haag,Sparta Rotterdam,Den Haag,22/11/2020,1.67,2.2,4.71,1.66,8.0,14,16,2,2,0,4,1.125,1.0,2.125,2.5,1.8,1.2,2.0,2.6,2.5,1.3333333333333333,1.3333333333333333,0.375,0.625,953.0175364127217,894.1929304346052,0.677339960240543,1.2175354504375318,1.1745399326293606,1
22/11/2020TwentePSV Eindhoven,Twente,PSV Eindhoven,22/11/2020,1.56,2.4,1.59,5.15,8.0,5,3,4,3,2,0,2.5,2.375,1.0,0.625,2.8,2.6,1.2,0.4,3.1666666666666665,3.3333333333333335,2.6666666666666665,0.625,0.75,1006.0212912723416,1225.4258761611704,0.29733058640089033,1.1427137676209678,1.1239675134334934,0
22/11/2020WaalwijkHeerenveen,Waalwijk,Heerenveen,22/11/2020,1.57,2.37,1.76,4.05,8.0,15,6,0,0,2,3,0.625,2.0,1.875,1.375,0.8,2.0,1.6,2.0,4.0,0.6666666666666666,2.6666666666666665,0.5,0.625,864.2244212241687,1048.811309567832,0.3408260675256151,1.0141553340355174,1.2044634839640063,0
