GameIndex,HomeTeam,AwayTeam,Date,AvgO25,AvgU25,AvgA,AvgH,Played,HtPos,AtPos,HtSGLG,AtSGLG,HtCGLG,AtCGLG,HtASGPG,AtASGPG,HtACGPG,AtACGPG,HtASGP5G,AtASGP5G,HtACGP5G,AtACGP5G,AGTM,HtASGP3G,AtASGP3G,HtpercentGO,AtpercentGO,elo_ht,elo_at,win_e_ht,tilt_ht,tilt_at
12/09/2021Erzgebirge AueFortuna Dusseldorf,Erzgebirge Aue,Fortuna Dusseldorf,12/09/2021,1.83,1.97,1.95,3.85,5.0,18,14,0,1,3,3,0.4,1.4,1.4,2.0,0.4,1.4,1.4,2.0,2.0,0.6666666666666666,1.0,0.4,0.6,932.9462287419897,1011.0666200041225,0.48831594504369646,1.0150001361111687,1.2177173805264891
12/09/2021Hansa RostockDarmstadt,Hansa Rostock,Darmstadt,12/09/2021,1.71,2.12,2.34,2.9,5.0,15,9,0,4,3,0,1.2,2.4,2.0,1.6,1.2,2.4,2.0,1.6,0.0,0.6666666666666666,4.0,0.8,0.8,966.910223131856,1076.0559231423085,0.4439019894137788,1.0547145714787995,1.3113447382187702
12/09/2021HeidenheimDresden,Heidenheim,Dresden,12/09/2021,1.85,1.95,3.31,2.12,5.0,12,4,0,0,0,3,0.6,1.8,0.6,1.0,0.6,1.8,0.6,1.0,2.25,0.3333333333333333,1.6666666666666667,0.2,0.6,1007.3778066169679,974.8833113569857,0.6433664632318699,0.9352393721183402,0.9749886187802325
12/09/2021PaderbornSchalke 04,Paderborn,Schalke 04,12/09/2021,1.53,2.44,2.57,2.52,5.0,2,10,3,3,0,1,2.4,1.8,0.8,1.8,2.4,1.8,0.8,1.8,0.0,3.3333333333333335,1.6666666666666667,0.8,0.8,1085.8888865794813,1002.8981698545621,0.7069642242331006,1.2468288260007747,1.0678667712647965
12/09/2021RegensburgNurnberg,Regensburg,Nurnberg,12/09/2021,1.8,2.01,2.6,2.65,5.0,1,7,0,2,2,1,2.4,1.2,0.6,0.6,2.4,1.2,0.6,0.6,2.3333333333333335,2.3333333333333335,1.3333333333333333,0.6,0.4,1007.7743962970483,1052.2923670950502,0.5366059741752442,1.0372637136686427,0.9650859472165673
17/09/2021NurnbergHansa Rostock,Nurnberg,Hansa Rostock,17/09/2021,1.99,1.81,4.16,1.91,6.0,5,13,2,2,2,1,1.3333333333333333,1.3333333333333333,0.8333333333333334,1.8333333333333333,1.6,1.4,1.0,1.6,0.0,1.3333333333333333,1.0,0.5,0.8333333333333334,1053.75660606206,989.1541435553048,0.6845656688919135,0.9939576487177373,1.0477334017567899
17/09/2021Schalke 04Karlsruhe,Schalke 04,Karlsruhe,17/09/2021,1.72,2.12,4.1,1.82,6.0,7,8,1,2,0,2,1.6666666666666667,1.5,1.5,0.8333333333333334,1.8,1.2,1.2,0.8,0.0,1.6666666666666667,1.0,0.6666666666666666,0.6666666666666666,1031.1767388238861,1050.2816351274328,0.5727244935482718,1.0305141269676255,0.9982669437642127
18/09/2021Fortuna DusseldorfRegensburg,Fortuna Dusseldorf,Regensburg,18/09/2021,1.7,2.14,3.68,1.93,6.0,12,1,1,2,0,2,1.3333333333333333,2.3333333333333335,1.6666666666666667,0.8333333333333334,1.2,2.4,2.0,1.0,3.5,1.3333333333333333,2.0,0.5,0.6666666666666666,1030.5992578058704,1006.3101573300385,0.6324569482737544,1.1765359423553439,1.0682946994636475
18/09/2021Holstein KielHannover,Holstein Kiel,Hannover,18/09/2021,1.69,2.17,2.86,2.36,6.0,15,14,2,1,2,0,1.1666666666666667,0.5,2.1666666666666665,1.6666666666666667,1.4,0.4,2.0,1.8,2.75,2.3333333333333335,0.6666666666666666,1.0,0.3333333333333333,1021.8043909896057,952.9146341751917,0.689870449164242,1.1511711992429916,1.106409834620395
18/09/2021SandhausenHeidenheim,Sandhausen,Heidenheim,18/09/2021,1.92,1.88,2.18,3.19,6.0,16,10,1,2,2,1,0.6666666666666666,0.8333333333333334,1.6666666666666667,0.6666666666666666,0.8,1.0,1.6,0.8,2.7,1.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,897.3292781350937,1021.643148087693,0.4224666286843405,1.0293229048916694,0.9500165834005571
18/09/2021Werder BremenHamburg,Werder Bremen,Hamburg,18/09/2021,1.6,2.32,2.95,2.31,6.0,5,9,3,2,0,1,1.8333333333333333,1.6666666666666667,1.1666666666666667,1.3333333333333333,2.0,1.4,1.2,1.4,0.0,2.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,1041.3283818271047,1043.2776160632613,0.5966995005057011,1.0108631199192504,1.245418393478739
19/09/2021DarmstadtDresden,Darmstadt,Dresden,19/09/2021,1.68,2.18,3.36,2.07,6.0,13,8,1,1,2,2,2.1666666666666665,1.6666666666666667,1.6666666666666667,1.1666666666666667,2.6,1.4,1.6,1.4,3.3333333333333335,2.3333333333333335,1.3333333333333333,0.8333333333333334,0.6666666666666666,1053.8120027188597,960.6179698862605,0.7189825596188837,1.3026649300231425,0.9903938864015461
19/09/2021Erzgebirge AuePaderborn,Erzgebirge Aue,Paderborn,19/09/2021,1.72,2.12,2.03,3.51,6.0,18,6,0,0,1,1,0.3333333333333333,2.0,1.3333333333333333,0.8333333333333334,0.4,2.4,1.6,1.0,4.5,0.3333333333333333,2.0,0.3333333333333333,0.6666666666666666,913.4135909402418,1057.6103176101574,0.39481648229032584,0.9806743015477382,1.203216312820029
